REGN	PLAN	NUM_SC	ITOGO	A_P	DT
2309	Â	91507	59350.0	2	2013-01-01
2309	Â	91604	43.0	1	2013-01-01
2309	Ã	93001	7696.0	1	2013-01-01
2309	Ã	93002	1461.0	1	2013-01-01
2309	Ã	93301	0.0	1	2013-01-01
2309	Ã	93302	0.0	1	2013-01-01
2309	Ã	93306	0.0	1	2013-01-01
2309	Ã	93307	0.0	1	2013-01-01
2309	Ã	93801	3.0	1	2013-01-01
2309	Ã	96001	7696.0	2	2013-01-01
2309	Ã	96002	1464.0	2	2013-01-01
2309	Ã	96301	0.0	2	2013-01-01
2309	Ã	96302	0.0	2	2013-01-01
2309	Ã	96306	0.0	2	2013-01-01
2309	Ã	96307	0.0	2	2013-01-01
2309	Ã	96801	0.0	2	2013-01-01
2309	Ä	98000	41.0	1	2013-01-01
2309	Ä	98050	41.0	2	2013-01-01
2309	Â	99998	2068033.0	1	2013-01-01
2309	Â	99999	4603117.0	2	2013-01-01
2726	À	10208	42900.0	2	2013-01-01
2726	À	10602	1024.0	2	2013-01-01
2726	À	10701	8580.0	2	2013-01-01
2726	À	10801	329366.0	2	2013-01-01
2726	À	20202	546.0	1	2013-01-01
2726	À	30104	45068.0	1	2013-01-01
2726	À	30109	114.0	2	2013-01-01
2726	À	30110	111686.0	1	2013-01-01
2726	À	30114	840314.0	1	2013-01-01
2726	À	30202	1287.0	1	2013-01-01
2726	À	30204	21692.0	1	2013-01-01
2726	À	30213	0.0	1	2013-01-01
2726	À	30221	0.0	1	2013-01-01
2726	À	30402	348.0	1	2013-01-01
2726	À	31310	31.0	2	2013-01-01
2726	À	31901	403850.0	1	2013-01-01
2726	À	32004	50000.0	1	2013-01-01
2726	À	32005	130000.0	1	2013-01-01
2726	À	32006	0.0	1	2013-01-01
2726	À	47407	0.0	2	2013-01-01
2726	À	47408	0.0	1	2013-01-01
2726	À	47416	0.0	2	2013-01-01
2726	À	47422	1426877.0	2	2013-01-01
2726	À	47423	336385.0	1	2013-01-01
2726	À	47425	4935.0	2	2013-01-01
2726	À	47427	864.0	1	2013-01-01
2726	À	60301	848.0	2	2013-01-01
2726	À	60302	6502.0	1	2013-01-01
2726	À	60305	0.0	2	2013-01-01
2726	À	60306	0.0	1	2013-01-01
2726	À	60308	2.0	1	2013-01-01
2726	À	60309	0.0	2	2013-01-01
2726	À	60310	4328.0	1	2013-01-01
2726	À	60311	920.0	2	2013-01-01
2726	À	60312	4849.0	1	2013-01-01
2726	À	60313	0.0	2	2013-01-01
2726	À	60314	14685.0	1	2013-01-01
2726	À	60320	0.0	2	2013-01-01
2726	À	60322	5.0	2	2013-01-01
2726	À	60323	30.0	1	2013-01-01
2726	À	60324	36.0	2	2013-01-01
2726	À	60401	109565.0	1	2013-01-01
2726	À	60601	30248.0	2	2013-01-01
2726	À	60701	0.0	1	2013-01-01
2726	À	60901	4781.0	1	2013-01-01
2726	À	60903	4359.0	2	2013-01-01
2726	À	61008	5366.0	1	2013-01-01
2726	À	61009	5392.0	1	2013-01-01
2726	À	61010	0.0	1	2013-01-01
2726	À	61209	0.0	1	2013-01-01
2726	À	61403	16995.0	1	2013-01-01
2726	À	70601	1943533.0	2	2013-01-01
2726	À	70603	1240267.0	2	2013-01-01
2726	À	70605	36.0	2	2013-01-01
2726	À	70606	1580514.0	1	2013-01-01
2726	À	70608	1260224.0	1	2013-01-01
2726	À	70610	1.0	1	2013-01-01
2726	À	70611	78805.0	1	2013-01-01
2726	Â	91003	0.0	2	2013-01-01
2726	Â	91004	0.0	2	2013-01-01
2726	Â	91414	5467.0	1	2013-01-01
2726	Â	91417	4276.0	1	2013-01-01
2726	Â	91507	76561.0	2	2013-01-01
2726	Â	91803	22288.0	1	2013-01-01
2726	Â	99998	76561.0	1	2013-01-01
2726	Â	99999	32031.0	2	2013-01-01
2786	À	10207	534000.0	2	2013-01-01
2786	À	10601	126543.0	2	2013-01-01
2786	À	10602	224900.0	2	2013-01-01
2786	À	10603	0.0	2	2013-01-01
2786	À	10605	169.0	1	2013-01-01
2786	À	10701	6597.0	2	2013-01-01
2786	À	10801	160755.0	2	2013-01-01
2786	À	20202	198782.0	1	2013-01-01
2786	À	20208	236678.0	1	2013-01-01
2786	À	20209	107004.0	1	2013-01-01
2786	À	30102	148725.0	1	2013-01-01
2786	À	30109	0.0	2	2013-01-01
2786	À	30110	76809.0	1	2013-01-01
2786	À	30126	216.0	2	2013-01-01
2786	À	30202	75263.0	1	2013-01-01
2786	À	30204	3671.0	1	2013-01-01
2786	À	30223	0.0	2	2013-01-01
2786	À	30226	365.0	2	2013-01-01
2786	À	30232	22855.0	2	2013-01-01
2786	À	30233	12373.0	1	2013-01-01
2786	À	30602	43.0	1	2013-01-01
2786	À	32002	0.0	1	2013-01-01
2786	À	32003	0.0	1	2013-01-01
2786	À	32004	840000.0	1	2013-01-01
2786	À	32005	108046.0	1	2013-01-01
2786	À	32006	893410.0	1	2013-01-01
2786	À	32007	141807.0	1	2013-01-01
2786	À	40302	30.0	2	2013-01-01
2786	À	40502	2799.0	2	2013-01-01
2786	À	40602	7335.0	2	2013-01-01
2786	À	40603	9879.0	2	2013-01-01
2786	À	40701	1265.0	2	2013-01-01
2786	À	40702	1814941.0	2	2013-01-01
2786	À	40703	172557.0	2	2013-01-01
2786	À	40802	97810.0	2	2013-01-01
2786	À	40807	44.0	2	2013-01-01
2786	À	40817	1410660.0	2	2013-01-01
2786	À	40820	1613.0	2	2013-01-01
2786	À	40821	66.0	2	2013-01-01
2786	À	40901	6763.0	2	2013-01-01
2786	À	40905	0.0	2	2013-01-01
2786	À	40906	33409.0	2	2013-01-01
2786	À	40909	0.0	2	2013-01-01
2786	À	40910	0.0	2	2013-01-01
2786	À	40911	13176.0	2	2013-01-01
2786	À	40912	0.0	2	2013-01-01
2786	À	40913	0.0	2	2013-01-01
2786	À	41506	10000.0	2	2013-01-01
2786	À	42103	5500.0	2	2013-01-01
2786	À	42104	12200.0	2	2013-01-01
2786	À	42105	58800.0	2	2013-01-01
2786	À	42106	81540.0	2	2013-01-01
2786	À	42107	102000.0	2	2013-01-01
2786	À	42204	950.0	2	2013-01-01
2786	À	42205	36430.0	2	2013-01-01
2786	À	42206	9450.0	2	2013-01-01
2786	À	42207	900.0	2	2013-01-01
2786	À	42301	78332.0	2	2013-01-01
2786	À	42303	399.0	2	2013-01-01
2786	À	42304	171102.0	2	2013-01-01
2786	À	42305	369064.0	2	2013-01-01
2786	À	42306	1958718.0	2	2013-01-01
2786	À	42307	180381.0	2	2013-01-01
2786	À	42601	342.0	2	2013-01-01
2786	À	44208	540000.0	1	2013-01-01
2786	À	45108	28075.0	1	2013-01-01
2786	À	45115	22670.0	2	2013-01-01
2786	À	45201	44628.0	1	2013-01-01
2786	À	45203	160.0	1	2013-01-01
2786	À	45204	3640.0	1	2013-01-01
2786	À	45205	188507.0	1	2013-01-01
2786	À	45206	51188.0	1	2013-01-01
2786	À	45207	212349.0	1	2013-01-01
2786	À	45208	446095.0	1	2013-01-01
2786	À	45215	98322.0	2	2013-01-01
2786	À	45401	5864.0	1	2013-01-01
2786	À	45403	0.0	1	2013-01-01
2786	À	45404	340.0	1	2013-01-01
2786	À	45405	11990.0	1	2013-01-01
2786	À	45406	0.0	1	2013-01-01
2786	À	45407	20604.0	1	2013-01-01
2786	À	45408	89584.0	1	2013-01-01
2786	À	45415	15962.0	2	2013-01-01
2786	À	45505	37695.0	1	2013-01-01
2786	À	45506	466043.0	1	2013-01-01
2786	À	45507	2006388.0	1	2013-01-01
2786	À	45509	73035.0	1	2013-01-01
2786	À	45515	69250.0	2	2013-01-01
2786	À	45811	66285.0	1	2013-01-01
2786	À	45812	390985.0	1	2013-01-01
2786	À	45814	13316.0	1	2013-01-01
2786	À	45815	200350.0	1	2013-01-01
2786	À	45818	645758.0	2	2013-01-01
2786	À	45911	549.0	1	2013-01-01
2786	À	45912	13647.0	1	2013-01-01
2786	À	45914	0.0	1	2013-01-01
2786	À	45915	14729.0	1	2013-01-01
2786	À	45918	27394.0	2	2013-01-01
2786	À	47407	0.0	2	2013-01-01
2786	À	47408	0.0	1	2013-01-01
2786	À	47411	73660.0	2	2013-01-01
2786	À	47415	1549.0	1	2013-01-01
2786	À	47416	4780.0	2	2013-01-01
2786	À	47422	5861.0	2	2013-01-01
2786	À	47423	93840.0	1	2013-01-01
2786	À	47425	99798.0	2	2013-01-01
2786	À	47426	7164.0	2	2013-01-01
2786	À	47427	43505.0	1	2013-01-01
2786	À	47801	202190.0	1	2013-01-01
2786	À	47802	214588.0	1	2013-01-01
2786	À	47804	29769.0	2	2013-01-01
2786	À	50207	189341.0	1	2013-01-01
2786	À	50211	0.0	1	2013-01-01
2786	À	50220	169.0	2	2013-01-01
2786	À	50221	0.0	1	2013-01-01
2786	À	52301	3231.0	2	2013-01-01
2786	À	52305	0.0	2	2013-01-01
2786	À	52306	2260.0	2	2013-01-01
2786	À	52307	12863.0	2	2013-01-01
2786	À	52406	368.0	2	2013-01-01
2786	À	52501	0.0	2	2013-01-01
2786	À	52503	1934.0	1	2013-01-01
2786	À	60301	6798.0	2	2013-01-01
2786	À	60302	0.0	1	2013-01-01
2786	À	60305	1.0	2	2013-01-01
2786	À	60306	0.0	1	2013-01-01
2786	À	60307	0.0	2	2013-01-01
2786	À	60308	0.0	1	2013-01-01
2786	À	60309	0.0	2	2013-01-01
2786	À	60310	0.0	1	2013-01-01
2786	À	60311	0.0	2	2013-01-01
2786	À	60312	2559.0	1	2013-01-01
2786	À	60322	2158.0	2	2013-01-01
2786	À	60323	9424.0	1	2013-01-01
2786	À	60324	9408.0	2	2013-01-01
2786	À	60401	548923.0	1	2013-01-01
2786	À	60405	2968.0	2	2013-01-01
2786	À	60409	30126.0	1	2013-01-01
2786	À	60601	167011.0	2	2013-01-01
2786	À	60603	799.0	2	2013-01-01
2786	À	60701	0.0	1	2013-01-01
2786	À	61002	511.0	1	2013-01-01
2786	À	61008	232.0	1	2013-01-01
2786	À	61009	2235.0	1	2013-01-01
2786	À	61010	0.0	1	2013-01-01
2786	À	61011	58884.0	1	2013-01-01
2786	À	61012	4979.0	2	2013-01-01
2786	À	61209	0.0	1	2013-01-01
2786	À	61210	0.0	1	2013-01-01
2786	À	61212	0.0	1	2013-01-01
2786	À	61301	0.0	2	2013-01-01
2786	À	61304	58.0	2	2013-01-01
2786	À	61403	8707.0	1	2013-01-01
2786	À	61501	0.0	2	2013-01-01
2786	À	70601	2028748.0	2	2013-01-01
2786	À	70603	281262.0	2	2013-01-01
2786	À	70606	1847939.0	1	2013-01-01
2786	À	70608	280835.0	1	2013-01-01
2786	À	70611	42007.0	1	2013-01-01
2786	Â	90701	3.0	1	2013-01-01
2786	Â	90704	0.0	1	2013-01-01
2786	Â	90803	17254.0	1	2013-01-01
2786	Â	90901	1797671.0	1	2013-01-01
2786	Â	90902	701310.0	1	2013-01-01
2786	Â	90907	6763.0	1	2013-01-01
2786	Â	91202	7.0	1	2013-01-01
2786	Â	91203	270.0	1	2013-01-01
2786	Â	91207	1.0	1	2013-01-01
2786	Â	91311	887722.0	2	2013-01-01
2786	Â	91312	3003488.0	2	2013-01-01
2786	Â	91315	25904.0	2	2013-01-01
2786	Â	91316	15722.0	2	2013-01-01
2786	Â	91317	775492.0	2	2013-01-01
2786	Â	91414	9846899.0	1	2013-01-01
2786	Â	91418	416778.0	1	2013-01-01
2786	Â	91501	61779.0	1	2013-01-01
2786	Â	91502	205.0	1	2013-01-01
2786	Â	91507	151227.0	2	2013-01-01
2786	Â	91508	3075.0	2	2013-01-01
2786	Â	91604	212237.0	1	2013-01-01
2786	Â	91704	16055.0	1	2013-01-01
2786	Â	91802	60630.0	1	2013-01-01
2786	Ã	93001	1237.0	1	2013-01-01
2786	Ã	93801	4.0	1	2013-01-01
2786	Ã	96001	1241.0	2	2013-01-01
2786	Ã	96801	0.0	2	2013-01-01
2786	Ä	98000	397.0	1	2013-01-01
2786	Ä	98010	193575.0	1	2013-01-01
2786	Ä	98050	397.0	2	2013-01-01
2786	Ä	98070	193575.0	2	2013-01-01
2786	Â	99998	4862630.0	1	2013-01-01
2786	Â	99999	13137862.0	2	2013-01-01
3166	À	10208	1000.0	2	2013-01-01
3166	À	10701	388901.0	2	2013-01-01
3166	À	10801	1209782.0	2	2013-01-01
3166	À	30104	5675270.0	1	2013-01-01
3166	À	30109	7939520.0	2	2013-01-01
3166	À	30110	4335191.0	1	2013-01-01
3166	À	30111	1740369.0	2	2013-01-01
3166	À	30114	2352231.0	1	2013-01-01
3166	À	30213	0.0	1	2013-01-01
3166	À	30214	0.0	2	2013-01-01
3166	À	30221	0.0	1	2013-01-01
3166	À	30222	0.0	2	2013-01-01
3166	À	30232	124414.0	2	2013-01-01
3166	À	30233	24729.0	1	2013-01-01
3166	À	30402	0.0	1	2013-01-01
3166	À	30602	0.0	1	2013-01-01
3166	À	31901	5209700.0	1	2013-01-01
3166	À	31902	0.0	1	2013-01-01
3166	À	31903	0.0	1	2013-01-01
3166	À	32201	9416.0	1	2013-01-01
3166	À	32207	45559.0	1	2013-01-01
3166	À	32208	221308.0	1	2013-01-01
3166	À	32302	789617.0	1	2013-01-01
3166	À	40602	2659.0	2	2013-01-01
3166	À	40702	2596378.0	2	2013-01-01
3166	À	40703	1025.0	2	2013-01-01
3166	À	40807	985.0	2	2013-01-01
3166	À	40903	706127.0	2	2013-01-01
3166	À	47403	0.0	2	2013-01-01
3166	À	47404	0.0	1	2013-01-01
3166	À	47407	0.0	2	2013-01-01
3166	À	47408	0.0	1	2013-01-01
3166	À	47416	0.0	2	2013-01-01
3166	À	47422	3577799.0	2	2013-01-01
3166	À	47423	100799.0	1	2013-01-01
3166	À	47425	1370.0	2	2013-01-01
3166	À	47426	1832.0	2	2013-01-01
3166	À	47427	250512.0	1	2013-01-01
3166	À	50104	633762.0	1	2013-01-01
3166	À	50120	14104.0	2	2013-01-01
3166	À	50121	19.0	1	2013-01-01
3166	À	60301	17.0	2	2013-01-01
3166	À	60302	0.0	1	2013-01-01
3166	À	60305	0.0	2	2013-01-01
3166	À	60306	13.0	1	2013-01-01
3166	À	60307	0.0	2	2013-01-01
3166	À	60309	347.0	2	2013-01-01
3166	À	60310	584.0	1	2013-01-01
3166	À	60311	10011.0	2	2013-01-01
3166	À	60312	349791.0	1	2013-01-01
3166	À	60313	68188.0	2	2013-01-01
3166	À	60314	3858.0	1	2013-01-01
3166	À	60322	32.0	2	2013-01-01
3166	À	60324	937.0	2	2013-01-01
3166	À	60401	3819.0	1	2013-01-01
3166	À	60601	1282.0	2	2013-01-01
3166	À	60701	1265.0	1	2013-01-01
3166	À	60901	1065.0	1	2013-01-01
3166	À	60903	172.0	2	2013-01-01
3166	À	61008	50490.0	1	2013-01-01
3166	À	61009	2613.0	1	2013-01-01
3166	À	61304	0.0	2	2013-01-01
3166	À	61403	41704.0	1	2013-01-01
3166	À	70601	6134720.0	2	2013-01-01
3166	À	70602	3771.0	2	2013-01-01
3166	À	70603	3932654.0	2	2013-01-01
3166	À	70606	3875399.0	1	2013-01-01
3166	À	70607	6857.0	1	2013-01-01
3166	À	70608	3913161.0	1	2013-01-01
3166	À	70611	559664.0	1	2013-01-01
3166	Â	90902	1.0	1	2013-01-01
3166	Â	91202	5.0	1	2013-01-01
3166	Â	91203	1972.0	1	2013-01-01
3166	Â	91502	178.0	1	2013-01-01
3166	Â	91507	10767.0	2	2013-01-01
3166	Â	91508	671.0	2	2013-01-01
3166	Ä	98010	568545.0	1	2013-01-01
3166	Ä	98050	11502.0	2	2013-01-01
3166	Ä	98070	557043.0	2	2013-01-01
3166	Â	99998	11438.0	1	2013-01-01
3166	Â	99999	2156.0	2	2013-01-01
3288	À	10208	100000.0	2	2013-01-01
3288	À	10601	108147.0	2	2013-01-01
3288	À	10701	42796.0	2	2013-01-01
3288	À	20202	445113.0	1	2013-01-01
3288	À	20209	0.0	1	2013-01-01
3288	À	30102	1148104.0	1	2013-01-01
3288	À	30110	40926.0	1	2013-01-01
3288	À	30114	110994.0	1	2013-01-01
3288	À	30202	67296.0	1	2013-01-01
3288	À	30204	23998.0	1	2013-01-01
3288	À	30221	0.0	1	2013-01-01
3288	À	30223	0.0	2	2013-01-01
3288	À	30232	757.0	2	2013-01-01
3288	À	30233	48.0	1	2013-01-01
3288	À	30301	54687.0	2	2013-01-01
3288	À	30302	54687.0	1	2013-01-01
3288	À	30305	13000.0	2	2013-01-01
3288	À	30306	13000.0	1	2013-01-01
3288	À	30402	0.0	1	2013-01-01
3288	À	30404	0.0	1	2013-01-01
3288	À	30409	0.0	1	2013-01-01
3288	À	32002	0.0	1	2013-01-01
3288	À	32003	0.0	1	2013-01-01
3288	À	32004	0.0	1	2013-01-01
3288	À	32110	2430.0	1	2013-01-01
3288	À	40502	0.0	2	2013-01-01
3288	À	40602	20721.0	2	2013-01-01
3288	À	40701	83.0	2	2013-01-01
3288	À	40702	1577315.0	2	2013-01-01
3288	À	40703	15292.0	2	2013-01-01
3288	À	40802	55665.0	2	2013-01-01
3288	À	40804	1.0	2	2013-01-01
3288	À	40807	13.0	2	2013-01-01
3288	À	40817	43315.0	2	2013-01-01
3288	À	40820	189.0	2	2013-01-01
3288	À	40905	0.0	2	2013-01-01
3288	À	40909	0.0	2	2013-01-01
3288	À	40911	2514.0	2	2013-01-01
3288	À	40912	0.0	2	2013-01-01
3288	À	40913	0.0	2	2013-01-01
3288	À	42104	4000.0	2	2013-01-01
3288	À	42105	36518.0	2	2013-01-01
3288	À	42106	988.0	2	2013-01-01
3288	À	42301	13259.0	2	2013-01-01
3288	À	42304	122.0	2	2013-01-01
3288	À	42305	45614.0	2	2013-01-01
3288	À	42306	976185.0	2	2013-01-01
3288	À	42601	61.0	2	2013-01-01
3288	À	42605	206.0	2	2013-01-01
3288	À	42606	191.0	2	2013-01-01
3288	À	45204	10237.0	1	2013-01-01
3288	À	45205	38368.0	1	2013-01-01
3288	À	45206	245122.0	1	2013-01-01
3288	À	45207	114229.0	1	2013-01-01
3288	À	45208	67109.0	1	2013-01-01
3288	À	45215	3373.0	2	2013-01-01
3288	À	45405	0.0	1	2013-01-01
3288	À	45406	300.0	1	2013-01-01
3288	À	45407	17503.0	1	2013-01-01
3288	À	45408	988.0	1	2013-01-01
3288	À	45415	0.0	2	2013-01-01
3288	À	45503	21920.0	1	2013-01-01
3288	À	45504	5000.0	1	2013-01-01
3288	À	45505	102610.0	1	2013-01-01
3288	À	45506	446277.0	1	2013-01-01
3288	À	45507	46960.0	1	2013-01-01
3288	À	45515	3324.0	2	2013-01-01
3288	À	45812	150501.0	1	2013-01-01
3288	À	45815	34524.0	1	2013-01-01
3288	À	45818	95440.0	2	2013-01-01
3288	À	45912	1750.0	1	2013-01-01
3288	À	45915	2988.0	1	2013-01-01
3288	À	45918	865.0	2	2013-01-01
3288	À	47407	0.0	2	2013-01-01
3288	À	47408	0.0	1	2013-01-01
3288	À	47411	0.0	2	2013-01-01
3288	À	47416	13931.0	2	2013-01-01
3288	À	47417	33.0	1	2013-01-01
3288	À	47422	5.0	2	2013-01-01
3288	À	47423	53767.0	1	2013-01-01
3288	À	47425	28444.0	2	2013-01-01
3288	À	47426	1054.0	2	2013-01-01
3288	À	47427	0.0	1	2013-01-01
3288	À	47802	12487.0	1	2013-01-01
3288	À	47803	4500.0	1	2013-01-01
3288	À	47804	16987.0	2	2013-01-01
3288	À	50705	212.0	1	2013-01-01
3288	À	51401	0.0	1	2013-01-01
3288	À	51404	0.0	1	2013-01-01
3288	À	51406	3774.0	1	2013-01-01
3288	À	52301	68010.0	2	2013-01-01
3288	À	52304	0.0	2	2013-01-01
3288	À	52305	47236.0	2	2013-01-01
3288	À	52306	780.0	2	2013-01-01
3288	À	52406	14653.0	2	2013-01-01
3288	À	52501	7029.0	2	2013-01-01
3288	À	60202	260.0	1	2013-01-01
3288	À	60301	1113.0	2	2013-01-01
3288	À	60302	331.0	1	2013-01-01
3288	À	60305	1.0	2	2013-01-01
3288	À	60306	0.0	1	2013-01-01
3288	À	60308	0.0	1	2013-01-01
3288	À	60309	0.0	2	2013-01-01
3288	À	60310	0.0	1	2013-01-01
3288	À	60311	0.0	2	2013-01-01
3288	À	60312	5426.0	1	2013-01-01
3288	À	60322	0.0	2	2013-01-01
3288	À	60323	16703.0	1	2013-01-01
3288	À	60324	17506.0	2	2013-01-01
3288	À	60401	181788.0	1	2013-01-01
3288	À	60404	11924.0	1	2013-01-01
3288	À	60601	76327.0	2	2013-01-01
3288	À	60701	0.0	1	2013-01-01
3288	À	61002	10.0	1	2013-01-01
3288	À	61008	20.0	1	2013-01-01
3288	À	61009	0.0	1	2013-01-01
3288	À	61011	56300.0	1	2013-01-01
3288	À	61012	2553.0	2	2013-01-01
3288	À	61209	0.0	1	2013-01-01
3288	À	61210	0.0	1	2013-01-01
3288	À	61301	0.0	2	2013-01-01
3288	À	61304	175.0	2	2013-01-01
3288	À	61403	474.0	1	2013-01-01
3288	À	70601	537740.0	2	2013-01-01
3288	À	70603	608052.0	2	2013-01-01
3288	À	70606	449146.0	1	2013-01-01
3288	À	70608	646100.0	1	2013-01-01
3288	Â	90701	3.0	1	2013-01-01
3288	Â	90704	0.0	1	2013-01-01
3288	Â	90803	13082.0	1	2013-01-01
3288	Â	90901	958163.0	1	2013-01-01
3288	Â	90902	685362.0	1	2013-01-01
3288	Â	91003	0.0	2	2013-01-01
3288	Â	91202	132451.0	1	2013-01-01
3288	Â	91203	4.0	1	2013-01-01
3288	Â	91207	97.0	1	2013-01-01
3288	Â	91311	147052.0	2	2013-01-01
3288	Â	91312	1596777.0	2	2013-01-01
3288	Â	91315	74305.0	2	2013-01-01
3288	Â	91316	37650.0	2	2013-01-01
3288	Â	91317	56630.0	2	2013-01-01
3288	Â	91414	929893.0	1	2013-01-01
3288	Â	91418	17097.0	1	2013-01-01
3288	Â	91507	1979.0	2	2013-01-01
3288	Â	91604	15025.0	1	2013-01-01
3288	Â	91704	2403.0	1	2013-01-01
3288	Â	91802	24700.0	1	2013-01-01
3288	Â	91803	2.0	1	2013-01-01
3288	Ã	93001	0.0	1	2013-01-01
3288	Ã	93801	0.0	1	2013-01-01
3288	Ã	96001	0.0	2	2013-01-01
3288	Ã	96801	0.0	2	2013-01-01
3288	Ä	98000	1.0	1	2013-01-01
3288	Ä	98010	22997372.0	1	2013-01-01
3288	Ä	98040	22995248.0	2	2013-01-01
3288	Ä	98050	2125.0	2	2013-01-01
3288	Â	99998	1914393.0	1	2013-01-01
3288	Â	99999	2778282.0	2	2013-01-01
3298	À	10207	260920.0	2	2013-01-01
3298	À	10701	1603.0	2	2013-01-01
3298	À	10801	579.0	2	2013-01-01
3298	À	20202	49203.0	1	2013-01-01
3298	À	20208	580.0	1	2013-01-01
3298	À	20209	0.0	1	2013-01-01
3298	À	30102	44068.0	1	2013-01-01
3298	À	30110	8897.0	1	2013-01-01
3298	À	30202	2764.0	1	2013-01-01
3298	À	30204	276.0	1	2013-01-01
3298	À	30221	0.0	1	2013-01-01
3298	À	30222	0.0	2	2013-01-01
3298	À	30226	18.0	2	2013-01-01
3298	À	30232	35.0	2	2013-01-01
3298	À	30233	18.0	1	2013-01-01
3298	À	32201	759.0	1	2013-01-01
3298	À	40602	24636.0	2	2013-01-01
3298	À	40603	361.0	2	2013-01-01
3298	À	40702	40822.0	2	2013-01-01
3298	À	40703	29.0	2	2013-01-01
3298	À	40802	1273.0	2	2013-01-01
3298	À	40817	12729.0	2	2013-01-01
3298	À	40905	5.0	2	2013-01-01
3298	À	40909	3.0	2	2013-01-01
3298	À	40911	0.0	2	2013-01-01
3298	À	40912	0.0	2	2013-01-01
3298	À	40913	0.0	2	2013-01-01
3298	À	42107	41000.0	2	2013-01-01
3298	À	42301	1904.0	2	2013-01-01
3298	À	42304	36121.0	2	2013-01-01
3298	À	42305	1577.0	2	2013-01-01
3298	À	42306	32447.0	2	2013-01-01
3298	À	42307	82869.0	2	2013-01-01
3298	À	45201	25000.0	1	2013-01-01
3298	À	45206	2650.0	1	2013-01-01
3298	À	45207	372465.0	1	2013-01-01
3298	À	45215	73077.0	2	2013-01-01
3298	À	45407	5500.0	1	2013-01-01
3298	À	45504	461.0	1	2013-01-01
3298	À	45505	12421.0	1	2013-01-01
3298	À	45506	76711.0	1	2013-01-01
3298	À	45507	6748.0	1	2013-01-01
3298	À	45508	3.0	1	2013-01-01
3298	À	45509	1813.0	1	2013-01-01
3298	À	45515	3997.0	2	2013-01-01
3298	À	45809	7978.0	1	2013-01-01
3298	À	45812	16681.0	1	2013-01-01
3298	À	45815	3699.0	1	2013-01-01
3298	À	45818	27538.0	2	2013-01-01
3298	À	45912	1503.0	1	2013-01-01
3298	À	45915	444.0	1	2013-01-01
3298	À	45918	312.0	2	2013-01-01
3298	À	47411	3599.0	2	2013-01-01
3298	À	47416	26.0	2	2013-01-01
3298	À	47422	8.0	2	2013-01-01
3298	À	47423	58.0	1	2013-01-01
3298	À	47425	2032.0	2	2013-01-01
3298	À	47427	457.0	1	2013-01-01
3298	À	52301	3500.0	2	2013-01-01
3298	À	52307	34000.0	2	2013-01-01
3298	À	52501	2584.0	2	2013-01-01
3298	À	60301	450.0	2	2013-01-01
3298	À	60302	0.0	1	2013-01-01
3298	À	60305	0.0	2	2013-01-01
3298	À	60306	0.0	1	2013-01-01
3298	À	60308	421.0	1	2013-01-01
3298	À	60312	151.0	1	2013-01-01
3298	À	60322	0.0	2	2013-01-01
3298	À	60324	0.0	2	2013-01-01
3298	À	60401	118500.0	1	2013-01-01
3298	À	60404	101.0	1	2013-01-01
3298	À	60601	36445.0	2	2013-01-01
3298	À	60701	0.0	1	2013-01-01
3298	À	61008	44.0	1	2013-01-01
3298	À	61011	23776.0	1	2013-01-01
3298	À	61012	909.0	2	2013-01-01
3298	À	61209	0.0	1	2013-01-01
3298	À	61403	238.0	1	2013-01-01
3298	À	70601	307849.0	2	2013-01-01
3298	À	70603	22708.0	2	2013-01-01
3298	À	70606	242288.0	1	2013-01-01
3298	À	70608	22581.0	1	2013-01-01
3298	À	70611	8708.0	1	2013-01-01
3298	Â	90901	0.0	1	2013-01-01
3298	Â	90902	758087.0	1	2013-01-01
3298	Â	91003	0.0	2	2013-01-01
3298	Â	91207	1.0	1	2013-01-01
3298	Â	91312	604088.0	2	2013-01-01
3298	Â	91315	10000.0	2	2013-01-01
3298	Â	91316	20000.0	2	2013-01-01
3298	Â	91317	2746.0	2	2013-01-01
3298	Â	91414	95712.0	1	2013-01-01
3298	Â	91604	11153.0	1	2013-01-01
3298	Â	91704	1182.0	1	2013-01-01
3298	Â	91802	18410.0	1	2013-01-01
3298	Â	91803	94.0	1	2013-01-01
3298	Â	99998	636834.0	1	2013-01-01
3298	Â	99999	884639.0	2	2013-01-01
