cpart	regn	line	01.01.2012	01.02.2012	01.03.2012	01.04.2012	01.05.2012	01.06.2012	01.07.2012	01.08.2012	01.09.2012	01.10.2012	01.11.2012	01.12.2012	01.01.2013	01.02.2013	01.03.2013	01.04.2013	01.05.2013	01.06.2013	01.07.2013	01.08.2013	01.09.2013	01.10.2013	01.11.2013	01.12.2013	01.01.2014	01.02.2014	01.03.2014	01.04.2014	01.05.2014	01.06.2014	01.07.2014	01.08.2014	01.09.2014	01.10.2014	01.11.2014	01.12.2014	01.01.2015	01.02.2015
iv	3340	205530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	207000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	209900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	298000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	299000	4714	16921	27272	1163	1570	1995	157	336	535	715	915	1087	209	1188	3481	2911	15165	33963	38992	18876	42052	57399	38522	62639	38705	20645	45085	67195	52132	81072	40806	18367	43683	69777	51592	88289	61670	32995
iv	3340	307101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356966	346465	336290	0	0	0	0	0	0	0
iv	3340	307112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	307122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	307132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356966	346465	336290	0	0	0	0	0	0	0
iv	3349	500	24340138	28341834	26356609	-153785	12715643	11219053	25034377	25424872	-17097673	28663711	17085499	13027107	10596742	18125464	32197574	32396394	31839974	57944696	93332695	53394378	48226268	14744949	68073711	41012951	34779019	39598664	-1050190	-2095436	-28534042	13006980	13860645	33279262	-21276564	-21585425	-23616835	-30264533	-41752176	-38458219
iv	3349	100000	302518220	289938903	276638206	263306250	265467112	286651160	326686531	328148737	326108315	339860682	337806684	330147599	326728267	328254015	350545485	349233236	354925853	335549445	388120153	355951793	355648456	328602375	414337568	397522234	403380956	393424695	381961856	411398001	367371762	396758960	344248947	381375612	338358092	369261265	395589319	432763129	492513313	611642373
iv	3349	101000	3007618	3098790	2933888	3076869	3143548	2965172	3471996	2868879	3079914	3909164	3864988	3725927	3719973	3432487	3590578	3903777	4346962	3762788	4981795	4442186	5445749	4845285	5513361	5597674	4762441	6150078	6042288	8659456	8498706	7342251	6690505	7385072	7682257	8462867	7918976	10991404	14557949	18492599
iv	3349	101100	3007618	3098790	2933888	3076869	3143548	2965172	3471996	2868879	3079914	3909164	3864988	3725927	3719973	3432487	3590578	3903777	4346962	3762788	4981795	4442186	5445749	4845285	5509160	5578709	4752023	6139812	6010647	8617532	8424422	7253972	6606599	7292346	7580220	8327580	7758853	10822017	14355416	18267161
iv	3349	101900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4201	18965	10418	10266	31641	41924	74284	88279	83906	92726	102037	135287	160123	169387	202533	225438
iv	3349	102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	103000	49267058	54981999	65898682	21500560	28130029	25467630	42054633	29882833	16433651	22260434	22677937	20584759	23432376	22336090	20450978	15678082	15368788	16587410	15328064	14577115	13855492	13759656	14019210	16106500	32942393	16380582	23062043	34092349	18417583	22604653	25672163	23966740	18093939	8948003	9701058	8530491	11890041	19567968
iv	3349	103100	7877	19555	23476	32683	36025	8568	16452	16677	32922	32148	65831	87766	80444	100536	129818	148648	29639	34519	37140	51110	68467	51493	73756	184852	53461	85492	88461	130744	149406	152480	164053	197916	311347	220571	257858	292379	420092	523467
iv	3349	103200	49259181	54962444	65875206	21467877	28094004	25459062	42038181	29866156	16400729	22228286	22612106	20496993	23351932	22235554	20321160	15529434	15339149	16552891	15290924	14526005	13787025	13708163	13945454	15921648	32888932	16295090	22973582	33961605	18268177	22452173	25508110	23768824	17782592	8727432	9443200	8238112	11469949	19044501
iv	3349	104000	12775327	11180906	8803430	8764457	9542888	11198123	10964863	9317937	10004744	11329310	11012447	12594730	7856496	8379240	10677215	13021391	13988708	15093446	20381802	18948769	20335815	20372847	18987847	20113442	23376924	25288727	22724880	21581525	24900975	20745212	17634885	21879661	22665064	25776450	28568700	22538700	26961782	31942214
iv	3349	104100	11340332	9820319	8803430	8764457	9542888	11198123	10964863	9317937	10004744	11329310	11012447	12594730	7856496	8379240	10677215	13021391	13988708	15093446	20381802	18948769	20335815	20372847	18987847	20113442	23376924	25288727	22724880	21581525	24900975	20745212	17634885	21879661	22665064	25776450	28568700	22538700	26961782	31942214
iv	3349	104200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	104300	1434995	1360587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	104400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	105000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	107000	233091480	215990245	194340318	225142858	220202242	243188333	266243526	281526712	291614858	297395023	294517170	288785517	287793026	289598294	310772319	311272511	315109375	295960034	343418338	313648278	311431413	285187716	370779225	351389437	338455901	341484357	325090228	341945662	309904735	341631462	290321516	323884772	285533727	320826341	342983313	385181702	433364369	535013492
iv	3349	107100	233091480	215990245	194340318	225142858	220202242	243188333	266240731	281396828	291475545	297198409	294177576	288380614	287367565	289169499	310335364	310886419	314805258	295642228	343006562	313176915	310622954	284207772	369736884	350360818	337025431	339927451	323253014	340416260	308108223	339849834	288646289	322019977	283504759	318625446	340603984	382569114	431198925	532457416
iv	3349	107110	33971385	32204479	29210750	39916523	35813862	39865924	40919793	40036996	41186876	35612642	35150434	34563126	40644226	37630269	37373140	40225884	40429853	41029195	55938448	60695287	61068375	72709967	64116542	69561685	81827900	71600716	69179170	75232467	71477189	75894814	81638049	71326892	82169770	120000939	126011165	139774908	155128564	189144100
iv	3349	107120	66020	83315	78744	78691	87367	96375	210388	205259	201435	191941	194752	190583	261161	253917	258081	253431	252558	247633	252897	254182	251828	241872	238639	242678	239422	256875	261760	259034	288505	403768	425488	442339	469979	486895	462618	605660	636072	738506
iv	3349	107130	198953443	183607544	164960337	185055976	184209237	203124606	225007978	241053966	249986298	261297193	258733855	253529835	246367246	251191459	272608437	270309950	274025154	254266665	286712982	252124645	249198833	211154836	305281493	280452712	254855811	267959699	253699406	264813216	236230951	263442684	206477637	250139078	200749577	198014506	213994569	242034386	275258449	342359366
iv	3349	107140	100632	94907	90487	91668	91776	101428	102572	100607	100936	96633	98535	97070	94932	93854	95706	97154	97693	98735	102235	102801	103918	101097	100210	103743	102298	110161	112678	111543	111578	108568	105115	111668	115433	123106	135632	154160	175840	215444
iv	3349	107900	0	0	0	0	0	0	2795	129884	139313	196614	339594	404903	425461	428795	436955	386092	304117	317806	411776	471363	808459	979944	1042341	1028619	1430470	1556906	1837214	1529402	1796512	1781628	1675227	1864795	2028968	2200895	2379329	2612588	2165444	2556076
iv	3349	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	198000	0	6640	0	3472	0	1589	534	0	1294	5301	11322	2709	0	0	0	0	0	0	0	2258	0	0	0	0	0	4966	2345	0	8740	0	0	0	0	0	406	335	9393	5140
iv	3349	199000	4376737	4680323	4661888	4818034	4448405	3830313	3950979	4552376	4973854	4961450	5722820	4453957	3926396	4507904	5054395	5357475	6112020	4145767	4010154	4333187	4579987	4436871	5037925	4315181	3843297	4115985	5040072	5119009	5641023	4435382	3929878	4259367	4383105	5247604	6416866	5520497	5729779	6620960
iv	3349	200000	278178082	261597069	250281597	263460035	252751469	275432107	301652154	302723865	343205988	311196971	320721185	317120492	316131525	310128551	318347911	316836842	323085879	277604749	294787458	302557415	307422188	313857426	346263857	356509283	368601937	353826031	383012046	413493437	395905804	383751980	330388302	348096350	359634656	390846690	419206154	463027662	534265489	650100592
iv	3349	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56258400	68929100
iv	3349	203000	334918	298778	408452	493342	465912	650433	384154	316774	686077	941218	681202	622288	398113	545691	66753	338394	69579	55655	37709	76947	259351	74913	100410	324436	76451	103148	102593	84919	91691	43404	77222	72869	77364	76608	150115	187901	16999793	20796382
iv	3349	203100	132726	263885	281666	306696	272646	360859	156194	5079	165787	236209	37006	36439	146793	42759	26052	2834	7016	1254	1481	30026	50447	17234	16823	220687	10373	13397	13944	12331	12118	8250	6983	5916	8511	4898	4303	4879	16883698	20696278
iv	3349	203200	202192	34893	126786	186646	193266	289574	227960	311695	520290	705009	644196	585849	251320	490771	30645	326920	62563	54401	36228	46921	175200	57679	80061	90472	66078	88736	88649	72588	79573	35025	70239	66953	67733	63638	145701	182897	116095	100104
iv	3349	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	12161	10056	8640	0	0	0	0	33704	0	3526	13277	0	1015	0	0	0	129	0	0	1120	8072	111	125	0	0
iv	3349	204000	56949358	66637658	63589305	70744168	67267929	73613999	82452265	71926251	83484485	61125169	64011588	67655173	68951000	63016760	60899067	57318674	60955035	33867858	43676422	23845607	24275793	37118386	38138798	38143312	45739307	42909578	44726859	47935268	30152635	27998369	23617295	24168828	23926859	25334400	23835272	26970800	27693837	27291136
iv	3349	205000	215979451	189637523	180680660	185330580	177733221	195339782	214252951	225559945	253155470	241860955	247248507	242914350	241195683	241858555	251590702	251781544	253483588	237738092	246351073	273730060	276926563	269612384	299826200	310339427	317220929	304928188	330507531	356358367	356023167	347084615	300637862	317271818	327157400	354793327	383075112	424863848	421966473	519076434
iv	3349	205100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	205300	624921	1338201	1010806	3269541	1316492	903476	1283837	5099692	2268535	1003401	2086834	1916331	1822691	1954291	991282	1311940	1305968	2999897	3467037	3356031	3088328	3162390	2894595	3225160	4770654	2033115	2251355	2058463	1823430	2123896	2573015	1852902	2014780	8212991	2479237	2883028	3237016	5368337
iv	3349	205400	0	46	29	0	152	11	164	75	14	0	13	0	0	3402168	4261712	4040157	4540291	4917651	4379208	3966796	4189542	3617460	3684627	5362632	13006923	13925559	14360165	13617290	13641341	13354132	11127972	11613894	11817573	13803962	13430117	12680641	3643742	3572723
iv	3349	205500	202410211	176111848	167763384	169715507	165083373	182545063	200816270	208443998	238731210	229043258	233334097	229802930	228493439	225709555	235683038	235693944	236750660	218911803	227143479	255047297	258035669	251236092	281343656	290369294	287339110	274790424	298628049	324751441	324765640	315626282	271740196	288167070	297868655	317021494	348761689	388024067	389468724	477990319
iv	3349	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	205520	201551550	175117712	166700226	168714278	164181360	181542759	199960363	207534418	222714981	213339987	217316537	213832609	208760782	206039969	210045016	213059374	213963243	196156393	203228444	230711779	233233994	226855457	240911350	249142723	245478602	239808740	263316916	260683593	260711443	253743676	212060841	225228062	232705059	247775094	272986247	301775258	344112329	421779309
iv	3349	205530	858661	994136	1063158	1001229	902013	1002304	855907	909580	16016229	15703271	16017560	15970321	19732657	19669586	25638022	22634570	22787417	22755410	23915035	24335518	24801675	24380635	40432306	41226571	41860508	34981684	35311133	64067848	64054197	61882606	59679355	62939008	65163596	69246400	75775442	86248809	45356395	56211010
iv	3349	205600	12944319	12187428	11906441	12345532	11333204	11891232	12152680	12016180	12155711	11814296	11827563	11195089	10879553	10792541	10654670	10735503	10886669	10908741	11361349	11359936	11613024	11596442	11903322	11382341	12104233	14178186	15252744	15906874	15716158	15905821	15111911	15544249	15354670	15645525	18265838	21076841	25272080	31736695
iv	3349	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	205900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	904	15218	24299	76598	74484	84768	93703	101722	109355	138231	199271	344911	408360
iv	3349	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	207000	86236	64403	52156	42821	33169	25576	29491	53342	51418	41459	42276	41647	40729	41177	41989	42625	14731	14888	15416	15502	15669	15244	15111	15643	15425	1068	0	51389	51406	50019	48428	51447	791814	1027530	1130622	1282535	1456656	1764115
iv	3349	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	209900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3349	298000	149	0	1950	0	1179	0	0	2366	0	0	0	0	625	7457	4266	8035	17138	16410	7173	0	4309	10797	3340	3696	57	0	0	4577	0	6450	18387	2946	3858	4420	0	0	0	0
iv	3349	299000	4827970	4958707	5549074	6849124	7250059	5802317	4533293	4865187	5828538	7228170	8737612	5887034	5545375	4658911	5745134	7347570	8545808	5911846	4699665	4889299	5940503	7025702	8179998	7682769	5549768	5884049	7675063	9058917	9586905	8569123	5989108	6528442	7677361	9610405	11015033	9722578	9890330	12243425
iv	3349	307101	303219	575484	256749	262969	278088	403486	435210	441454	436232	326863	499220	509629	435552	455153	460234	359014	386929	388713	415793	443552	961548	918104	929547	1074672	231768	278381	467018	487488	284633	162829	137704	179435	492721	1564111	463987	544354	631682	709964
iv	3349	307112	303214	307060	256747	262969	278088	399140	430851	437108	431881	322512	345103	355506	281423	301018	306092	204866	232773	234556	261634	289393	807388	763946	775389	920512	231709	278317	346719	271559	284569	162766	137643	175780	180451	579375	463909	527077	631671	709954
iv	3349	307122	5	0	2	0	0	0	13	0	5	5	17	23	29	35	42	48	56	57	59	59	60	58	58	60	59	64	65	64	64	63	61	65	67	71	78	89	11	10
iv	3349	307132	0	268424	0	0	0	4346	4346	4346	4346	4346	154100	154100	154100	154100	154100	154100	154100	154100	154100	154100	154100	154100	154100	154100	0	0	120234	215865	0	0	0	3590	312203	984665	0	17188	0	0
