cpart	regn	line	01.01.2012	01.02.2012	01.03.2012	01.04.2012	01.05.2012	01.06.2012	01.07.2012	01.08.2012	01.09.2012	01.10.2012	01.11.2012	01.12.2012	01.01.2013	01.02.2013	01.03.2013	01.04.2013	01.05.2013	01.06.2013	01.07.2013	01.08.2013	01.09.2013	01.10.2013	01.11.2013	01.12.2013	01.01.2014	01.02.2014	01.03.2014	01.04.2014	01.05.2014	01.06.2014	01.07.2014	01.08.2014	01.09.2014	01.10.2014	01.11.2014	01.12.2014	01.01.2015	01.02.2015
iv	1942	199000	260634	352754	252187	331753	277518	362644	309720	299332	336083	333996	362988	508432	408597	463958	564786	709164	720450	723350	719787	836730	804995	780165	3351435	3401572	3356789	3507764	3522198	3475363	3529464	3314597	3250179	3498811	3441631	3476385	3504583	4095709	4333047	5338015
iv	1942	200000	25648980	28255599	26890682	28542196	28812846	34611712	37447107	39503860	40377642	42760657	44908405	46275257	39878817	46225583	43996242	48413369	48723311	47191925	48757645	56314539	54107519	50929258	54979797	46674639	45501279	52488963	50004174	47162733	43512403	41692472	50992764	54308025	45313088	45067309	51805347	59527663	61869441	71382253
iv	1942	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955029	1960559	2045447
iv	1942	203000	996094	1036191	1594070	1498325	1730996	2094099	2365242	3018784	1001946	767063	1290256	1443777	1173090	2222641	2080627	1701872	1927587	2663220	3044753	4089482	3938889	3978941	3950352	2685358	4289336	5817545	5369441	6207087	5032903	5078190	1900070	2395959	832196	1056383	2179297	1507431	2788873	4075160
iv	1942	203100	996055	1036094	1593651	1497844	1730810	2093960	2364956	3018075	1001660	766860	1290140	1442439	1171536	2222244	2080294	1701483	1927337	2662317	3044239	4088999	3937944	3978559	3947162	2681196	4286218	5809848	5366866	6206090	5032375	5076446	1899409	2395723	830523	1055951	2179105	1506142	2788120	4074665
iv	1942	203200	39	97	419	481	186	139	286	709	286	203	116	1338	1554	397	333	139	250	903	514	483	945	382	3190	4162	3118	7697	2575	997	528	1744	661	236	1673	432	192	1289	753	495
iv	1942	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	204000	5884433	371628	939762	513529	1167520	460868	1411272	436200	55170	512573	53858	1395825	1125072	1336525	647152	1025981	471611	660406	67302	410534	409707	816773	1301983	2405314	1151112	1670165	1152062	1204250	3537046	1964630	170533	59113	48929	51062	229835	51935	1456753	1784847
iv	1942	205000	11847831	16438730	13985433	14196946	15180902	19041953	20306629	22898697	25636548	27323893	28447769	27582396	21739120	29957818	26951405	29301736	28421863	25884138	27132955	30134937	28986029	25926813	27003623	23096730	21866841	27909649	26584543	24912614	22087408	21150164	34458903	36469769	30411017	31519518	36981376	43411505	41962867	48285793
iv	1942	205100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	205300	3498075	5775019	3208316	3280103	2822529	4158476	4524355	4364854	4397985	4349132	2268597	2567342	698176	3837059	1093063	683615	1131903	1234441	1700821	1861315	1023819	1959640	2356642	1154846	930989	1347037	2357736	3739721	1827692	1357559	1667933	1391016	1509646	1360135	5214022	3106464	1914307	2616252
iv	1942	205400	1642	3081	4191	3619	5111	3614	2278	5122	7051	5101	6898	4916	1095	4677344	4129805	5114314	5313239	5139606	5332065	5366848	5424715	4086779	3793940	3432515	2245814	2055527	2031934	415228	13563	14696	446419	1020372	1054731	1118847	1258501	1421815	1599995	1961220
iv	1942	205500	1453900	550946	798805	835564	2307834	4000232	4801504	7257548	9524548	11356624	14275799	12997796	8872457	9141026	9412941	11256975	9533384	6801769	6644893	8923394	8352741	5466740	5938099	3504443	3590255	7641822	4609640	2077826	1378629	1372491	14648204	15880291	9408037	10488117	9833662	16094021	14889858	15624879
iv	1942	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	205520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	205530	1453900	550946	798805	835564	2307834	4000232	4801504	7257548	9524548	11356624	14275799	12997796	8872457	9141026	9412941	11256975	9533384	6801769	6644893	8923394	8352741	5466740	5938099	3504443	3590255	7641822	4609640	2077826	1378629	1372491	14648204	15880291	9408037	10488117	9833662	16094021	14889858	15624879
iv	1942	205600	6888513	10104431	9968084	10070789	10038481	10873271	10972255	11264691	11700235	11606455	11890044	12003863	12159385	12293836	12307177	12238334	12432315	12693217	13440274	13963862	14166179	14397384	14898420	14984204	15079511	16845643	17564254	18662426	18849791	18388431	17679429	18160481	18421121	18541693	20663333	22774779	23542783	28063437
iv	1942	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	205900	5701	5253	6037	6871	6947	6360	6237	6482	6729	6581	6431	8479	8007	8553	8419	8498	11022	15105	14902	19518	18575	16270	16522	20722	20272	19620	20979	17413	17733	16987	16918	17609	17482	10726	11858	14426	15924	20005
iv	1942	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	207000	5442054	8610018	8664654	9805147	8108037	9899885	10011630	9820079	10456275	10010835	10604581	10940369	10618925	12120068	13528061	15705996	17189501	17340620	17820757	20934829	19958014	19503658	19111095	15093411	14887082	13542437	13085113	11465682	9503751	10292534	11346199	12026000	10698574	9046558	8665242	8362222	9031919	9749571
iv	1942	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209000	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	209900	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1942	298000	7919	0	1129	2535	8212	46304	0	0	0	0	0	0	0	907	0	3117	1463	1860	3255	1579	5174	307	1057	2548	0	1718	1241	0	1821	4570	6222	0	0	2983	5004	0	0	0
iv	1942	299000	1470649	1799032	1705634	2525714	2617179	3068603	3352334	3330100	3227703	4146293	4511941	4912886	5222606	587620	788993	674667	711286	641681	688623	743178	809706	702766	3611687	3391278	3306908	3547449	3811774	3373100	3349474	3202384	3110837	3357184	3322372	3390805	3744593	4239541	4668470	5441435
iv	1942	307101	446764	423787	415560	420451	417098	453945	622288	672322	660555	631821	623750	629871	604844	570714	570822	557726	551386	555051	575505	573477	579724	565181	530791	548769	531677	566452	567731	560047	561068	543813	521976	550427	554755	569412	633884	712971	809970	979341
iv	1942	307112	218898	208149	200505	202487	202477	216702	382028	436589	424019	401226	401110	404710	373816	367706	367577	363534	359809	362866	376495	380248	384199	375892	374613	386737	382400	410948	420724	417005	418255	405454	391956	415194	426116	449574	494301	560062	634481	763046
iv	1942	307122	227866	215638	215055	217964	214621	237243	240260	235733	236536	230595	222640	225161	231028	203008	203245	194192	191577	192185	199010	193229	195525	189289	156178	162032	149277	155504	147007	143042	142813	138359	130020	135233	128639	119838	139583	152909	175489	216295
iv	1942	307132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	500	58447937	74083209	72744431	68502268	66833375	78375651	93508958	99033655	92341803	111061918	112792623	108037854	78733827	82643680	82987961	78345231	77619631	75069648	62808826	42518455	58873947	53136076	55574746	41614799	-5677145	23822993	50702784	60018878	54650765	55722399	52047053	58924552	59633555	47187919	45562336	88216510	77492949	99674911
iv	2748	100000	277669442	252113751	241841268	240394432	233733376	258623810	266987623	280412657	299772356	313634960	320720779	327903319	263317402	258652522	246050739	239229361	277217714	242258397	254697825	259990630	279219200	218496120	259941510	336769852	212054233	306297187	333595495	270253206	232325599	234833846	257685251	302677547	277576126	281196975	317080521	360498716	380580952	460536312
iv	2748	101000	4734351	3680196	4090175	3186966	4566290	3769803	4511149	5029628	4564386	4180824	3510227	3937973	3325515	3303664	4269894	4434039	4782804	4176075	3296875	3692994	3903158	2830428	2341422	3229283	2498976	4086891	4069212	22642393	20439139	16785420	16028330	17137740	19364803	19867020	17423161	17597370	18573478	24641789
iv	2748	101100	4111319	2910193	2608061	2742318	3067714	3069958	2810387	2659269	2922943	2855102	2911253	2791759	3028182	2259832	2290633	2772386	2950702	3128829	2703805	3133303	2432558	2307958	2172375	2457267	2361674	3941453	2629707	21346144	19469725	16640820	15287388	16020857	18752091	19156323	16933295	16928695	18293579	23254157
iv	2748	101900	623032	770003	1482114	444648	1498576	699845	1700762	2370359	1641443	1325722	598974	1146214	297333	1043832	1979261	1661653	1832102	1047246	593070	559691	1470600	522470	169047	772016	137302	145438	1439505	1296249	969414	144600	740942	1116883	612712	710697	489866	668675	279899	1387632
iv	2748	102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215518	1249614	1224405	5911203	6067211	3688383	16044476	4951048	0	0
iv	2748	103000	14473549	11888136	19714940	13150610	15972591	14995128	7968305	11521608	8851468	10250164	22082362	50217680	31288101	5369716	5608384	4926397	6499794	7680280	8030275	6992487	6121959	4405608	5175618	8686282	5533292	4810277	3791161	10785621	7261154	16053023	24254327	3134625	3099723	11024673	17773942	7218237	16811561	26201533
iv	2748	103100	10914	5369	4476	4623	55541	6718	22059	15398	7373	136872	13023	3598	14432952	236186	5221	17313	9059	5829	6345	7235	9930	6861	9315	18001	15820	16434	16196	5942110	3571119	13714923	816107	809185	321658	8112255	1073314	1446317	6720279	11143416
iv	2748	103200	14462635	11882767	19710464	13145987	15917050	14988410	7946246	11506210	8844095	10113292	22069339	50214082	16855149	5133530	5603163	4909084	6490735	7674451	8023930	6985252	6112029	4398747	5166303	8668281	5517472	4793843	3774965	4843511	3690035	2338100	23438220	2325440	2778065	2912418	16700628	5771920	10091282	15058117
iv	2748	104000	53611358	46153798	45066583	45145842	45634635	50476954	50877032	49889759	50287152	47187565	48554553	47333923	46107445	46480481	46451861	45298794	52204028	53696681	16556912	18459530	19034466	17311350	17000924	15489263	16304860	15945438	17961193	14597167	16669389	16437538	10376103	11327222	12420702	13303085	6505712	17102566	3238229	4071011
iv	2748	104100	50912197	43602536	42363456	42424714	42924952	47584892	47854647	46965125	47336754	44320213	45493900	44311059	43106769	42904395	42842790	41667002	48518983	50631015	13380946	15248747	15789881	14157902	13090366	11462439	12341895	11776713	14241629	11137280	13308565	13233207	7280084	8110670	9347714	9964140	2988011	16227199	3238229	4071011
iv	2748	104200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875367	0	0
iv	2748	104300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	104400	2699160	2551262	2703127	2721128	2709683	2892062	3022385	2924634	2950398	2867352	3060653	3022864	3000676	3576086	3609071	3631792	3685045	3065666	3175966	3210783	3244585	3153448	3910558	4026824	3962965	4168725	3719564	3459887	3360824	3204331	3096019	3216552	3072988	3338945	3517701	0	0	0
iv	2748	105000	1601	1535	1494	1504	3036	3156	3223	3085	3161	3118	3176	3136	3138	3160	3123	3105	3185	3195	3332	3402	3433	3405	3437	3525	3508	3751	3850	3826	3862	3687	3575	3736	3793	3897	4262	0	0	0
iv	2748	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	107000	202733623	188585554	171710062	177605304	166096923	187739675	201543982	211546273	233497756	249141730	243279602	223702692	180093531	201698616	185292377	182665033	211888907	174670745	224103862	228427187	247361042	191219924	233575990	307022252	186038081	279594512	305812873	220230986	183624962	180613911	201552520	258955255	230554767	227030267	252438802	305199341	328206722	389808019
iv	2748	107100	202733623	188585554	171710062	177605304	166096923	187739675	201543982	211546273	233497756	249141730	243279602	223702692	180093531	198103338	182390787	179887377	209048600	171894353	220983998	225221669	244100983	188070269	230422118	304028941	183025605	276414386	302550618	217107269	180481135	177738360	198850540	256163393	227737563	224419778	249610186	302151295	325428679	386673089
iv	2748	107110	122138863	112849172	98973840	96507083	96300284	105239544	104447562	101978073	101073984	95569176	99897178	97000472	95388481	91730143	92489165	92432864	93099843	94743573	94819561	93906435	93446951	85664360	87835849	95791704	112989848	122465020	126312060	125440039	120968360	124506213	131715691	139114192	141067873	140717465	154392141	178644189	198613367	240585098
iv	2748	107120	18599264	17529155	16214339	15751804	15086354	15879490	15830911	15333226	14926084	14064912	13983539	13660540	13206874	12732002	12740017	12674055	12565944	12395991	13102276	13626772	13706323	13447439	13237703	13369290	12871105	13732394	13640163	13351999	13184750	13154082	12616341	13214158	13452219	13642297	14750239	16396586	18119772	22464674
iv	2748	107130	51969870	48834198	47646979	56078630	45578981	56484826	19364741	33697487	57256351	82567937	69168756	86581044	45779168	69449491	66541759	63702269	91740953	53470766	98769980	103733899	123230808	76197906	116887259	182031504	51986887	134834839	157282021	71773773	39952913	34103434	28523018	76359356	30278677	26984602	29392866	44026352	36991692	36108092
iv	2748	107140	10025626	9373029	8874904	9267787	9131304	10135815	61900768	60537487	60241337	56939705	60230129	26460636	25719008	24191702	10619846	11078189	11641860	11284023	14292181	13954563	13716901	12760564	12461307	12836443	5177765	5382133	5316374	6541458	6375112	5974631	25995490	27475687	42938794	43075414	51074940	63084168	71703848	87515225
iv	2748	107900	0	0	0	0	0	0	0	0	0	0	0	0	0	3595278	2901590	2777656	2840307	2776392	3119864	3205518	3260059	3149655	3153872	2993311	3012476	3180126	3262255	3123717	3143827	2875551	2701980	2791862	2817204	2610489	2828616	3048046	2778043	3134930
iv	2748	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	198000	5658	0	0	0	0	0	0	0	0	3908	0	5932	0	2609	7855	0	0	0	0	0	0	0	0	0	0	4315	0	0	0	0	0	0	376	0	2578	7275	8813	0
iv	2748	199000	2109302	1804532	1258014	1304206	1459901	1639094	2083932	2422304	2568433	2867651	3290859	2701983	2499672	1794276	4417245	1901993	1838996	2031421	2706569	2415030	2795142	2725405	1844119	2339247	1675516	1852003	1957206	1993213	3111575	3690653	4245991	6207766	6064751	6279650	6887588	8422879	13742149	15813960
iv	2748	200000	219221505	178030542	169096837	171892164	166900001	180248159	173478665	181379002	207430553	202573042	207928156	219865465	184583575	176008842	163062778	160884130	199598083	167188749	191888999	217472175	220345253	165360044	204366764	295155053	217731378	282474194	282892711	210234328	177674834	179111447	205638198	243752995	217942571	234009056	271518185	272282206	303088003	360861401
iv	2748	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	203000	1408648	1659080	653575	375245	380145	252099	270196	473910	505990	416374	357290	344447	1454627	4856984	971502	3861157	3132876	3475774	612506	418176	855069	1263613	998998	1000861	1122786	1200401	1351313	1652361	1257957	2199910	3898366	3154591	1098319	2230767	7768867	7105868	8923418	4498018
iv	2748	203100	298641	249306	160992	157557	162815	167273	164654	369612	426610	308261	248916	235019	1336197	1123548	902091	1287297	514633	864086	583631	396998	828618	1230599	909004	956621	1064385	1127132	1286525	1503141	788647	1522757	3071112	3044675	913153	2034808	1352197	1970956	3282856	4361523
iv	2748	203200	1110007	1409774	492583	217688	217330	84826	105542	104298	79380	108113	108374	109428	118430	85553	69064	2571550	2576361	2570824	23645	19356	26409	24241	48913	36818	58401	66376	57755	146761	468519	676736	826952	108801	183082	182727	6414265	5129573	5640562	131667
iv	2748	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	3647883	347	2310	41882	40864	5230	1822	42	8773	41081	7422	0	6893	7033	2459	791	417	302	1115	2084	13232	2405	5339	0	4828
iv	2748	204000	55525390	19512012	14892181	14701083	14583063	16745688	14634835	15905773	52425507	52433204	52502255	67023197	33942605	29943675	16724732	12401476	49497978	33439256	54971057	77394016	76707759	34244107	72085121	160496430	83453792	132515190	126527953	49243001	19533533	21411298	48979695	79617924	55002752	60323286	68060448	33092833	60126881	73476934
iv	2748	205000	158293258	153033655	149503937	152974529	147395445	159506731	154461993	160511260	150559305	146307415	151342984	149641812	145915649	138068496	141866036	141388087	143310957	126928865	132593661	136076044	138805311	126580311	128137811	130706770	129849954	144907410	150727246	156418479	153614392	152984912	149886204	157502227	158624729	168767005	192622151	229272186	228790831	277513560
iv	2748	205100	97	92	83	56	54	138	38	37	37	36	39	37	22	616	420	258	10	15	188	3	1	26	4	4	6	6	80	79	90	88	130	138	140	578	153	985	300	357
iv	2748	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	205300	4112559	3829939	3615931	4048393	3141027	3995957	4856597	5068987	5600260	5645315	5213761	6091793	5922300	4809636	4335611	4312576	5091552	4546809	4972849	3847295	4071134	4996647	5394544	5395037	5888069	8306712	8163185	12040973	10910709	9770786	9652792	8414257	8233594	14050592	8875282	11925524	12465083	18046889
iv	2748	205400	19133	231633	227739	264919	861579	323646	226724	725185	150344	415148	500609	223437	18850	4011261	4107303	4693340	4044865	3887366	3934507	3913013	3363147	3322257	3297406	3009911	2708624	2967193	3065943	3170993	3012982	2771235	2721318	3270589	2673994	2914769	3119305	3225159	3119044	3985800
iv	2748	205500	105916157	101297891	98031358	99632796	93650984	102334869	102519237	107524232	95516271	91719199	95550811	92852123	90147734	83277372	86507047	85352557	86919968	69832703	73110441	74827539	74108879	60064053	60777048	60831982	57741943	65066441	66123263	61877266	60042734	62093344	60972172	67432683	69581181	71069332	83463897	99936438	94688218	110576747
iv	2748	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12330500	0	0
iv	2748	205520	65524062	59211165	56453085	57189990	57257265	63279255	63992955	62766795	62972130	60287955	61474140	60560175	59226765	58554015	59709390	60612630	60949005	45804485	47428050	47690645	48208730	46900395	46488885	48127820	47457340	51104960	52272645	51746295	51762535	50366040	48764370	51804295	53550820	57110570	62921735	71516900	81574680	99947195
iv	2748	205530	40392095	42086726	41578273	42442806	36393719	39055614	38526282	44757437	32544141	31431244	34076671	32291948	30920969	24723357	26797657	24739927	25970963	24028218	25682391	27136894	25900149	13163658	14288163	12704162	10284603	13961481	13850618	10130971	8280199	11727304	12207802	15628388	16030361	13958762	20542162	16089038	13113538	10629552
iv	2748	205600	46034787	45339157	45380054	46888231	47627327	50602195	44601947	44931150	46941250	46165097	47797668	48207289	47688025	43799269	44831851	44924639	45289929	46836339	48995094	51760359	55376212	56570071	57025805	59915706	62019292	66965405	71650833	77475700	77820018	76627227	74812773	76793309	76535901	79146790	95471764	112337965	116440619	142242610
iv	2748	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	205900	2210525	2334943	2248772	2140134	2114474	2249926	2257450	2261669	2351143	2362620	2280096	2267133	2138718	2170342	2083804	2104717	1964633	1825633	1580582	1727835	1885938	1627257	1643004	1554130	1492020	1601653	1723942	1853468	1827859	1722232	1727019	1591251	1599919	1584944	1691750	1846115	2077567	2661157
iv	2748	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	207000	342190	322790	336784	341155	341529	344747	349003	342220	472596	452567	467771	472041	490113	559879	570802	579354	574934	580993	601617	605012	611576	595060	589917	622065	596149	717136	733553	435372	435016	423192	631657	670955	697479	743656	860939	977949	1688840	2154791
iv	2748	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	209900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2748	298000	0	30479	63809	4021	14895	833	11121	13989	3065	0	60873	0	11454	0	0	11444	17969	3613	14456	8284	15549	39207	3865	2147	28646	0	6028	22280	6078	9728	25819	6749	0	46508	0	0	0	2653
