cpart	regn	line	01.01.2012	01.02.2012	01.03.2012	01.04.2012	01.05.2012	01.06.2012	01.07.2012	01.08.2012	01.09.2012	01.10.2012	01.11.2012	01.12.2012	01.01.2013	01.02.2013	01.03.2013	01.04.2013	01.05.2013	01.06.2013	01.07.2013	01.08.2013	01.09.2013	01.10.2013	01.11.2013	01.12.2013	01.01.2014	01.02.2014	01.03.2014	01.04.2014	01.05.2014	01.06.2014	01.07.2014	01.08.2014	01.09.2014	01.10.2014	01.11.2014	01.12.2014	01.01.2015	01.02.2015
itogo	354	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itogo	354	100000	2491106197	2459515923	2436243140	2441260505	2444046246	2560069235	2662316904	2821060689	2766579156	2785304419	2841453262	2855918352	2864351317	2897000369	2901795103	3289488708	3177060436	3241907504	3272961795	3329471876	3294749730	3441699524	3453667813	3570989713	3676957056	3831771891	3968007850	3960272083	3952716270	3964968075	3860931397	3956660143	3954390343	4059227295	4279511745	4607423443	4784023724	5316197328
itogo	354	101000	29244445	30546615	29608000	27957715	27700951	24901696	27662524	25618806	28797303	29094805	28098067	29553547	36962262	30065908	30930809	30724760	34213869	31303888	32184612	31009328	31534280	32784349	33724327	35127345	43427398	37206938	37128977	93913306	101048487	93423584	91683605	94032223	96843425	93885638	103732564	115238629	167993413	186063171
itogo	354	101100	28648681	29779419	28773308	26951862	26877300	24213888	26529329	24432250	26452144	27658370	26107785	28373842	36099849	28533849	29575577	29160002	32865695	28954739	30762612	29241613	30532903	30955965	32710530	34536838	41320064	36124793	35551679	92685168	99883534	92014803	89399834	90612746	91784902	92930126	101598081	113277286	164613965	176291873
itogo	354	101900	595764	767196	834692	1005853	823651	687808	1133195	1186556	2345159	1436435	1990282	1179705	862413	1532059	1355232	1564758	1348174	2349149	1422000	1767715	1001377	1828384	1013797	590507	2107334	1082145	1577298	1228138	1164953	1408781	2283771	3419477	5058523	955512	2134483	1961343	3379448	9771298
itogo	354	102000	144708802	106814979	98321384	77012033	58818065	57506443	80849100	54898946	43835397	78561428	78450369	51014072	187421563	73700621	72263339	155458669	79070776	78973757	135714138	63634680	74159726	133112511	74080974	63744341	124093773	115093198	93260453	353787125	77870313	60660081	120750498	97714596	72031773	87898746	68133874	103426700	146664696	185439088
itogo	354	103000	108214507	67671518	68586239	53168924	17985721	36805796	75506451	173025951	119997360	145237269	150045617	166728778	92053576	161207255	99454887	191184288	121016675	157207196	111665040	130903683	98203826	103885109	72097527	117373873	135759615	138459477	181859499	119037081	147107921	188975772	153022736	73366807	70426433	90266696	72526276	84416075	80800543	96807801
itogo	354	103100	552026	490782	256929	65031	1385417	118518	220340	21291439	194191	2410048	113945	16203657	8824823	8798642	8793378	10194396	10505491	10356205	11231674	297660	369654	579223	191682	139696	563021	294750	602208	464458	673390	855732	1069665	627419	270683	917812	1199545	734065	1144670	1436515
itogo	354	103200	107662481	67180736	68329310	53103893	16600304	36687278	75286111	151734512	119803169	142827221	149931672	150525121	83228753	152408613	90661509	180989892	110511184	146850991	100433366	130606023	97834172	103305886	71905845	117234177	135196594	138164727	181257291	118572623	146434531	188120040	151953071	72739388	70155750	89348884	71326731	83682010	79655873	95371286
itogo	354	104000	517806488	510797996	509048771	518107970	483001908	527059711	538993627	536456517	546692563	534823434	510801930	512401990	532913894	516624409	525452126	571427843	619084455	622437168	662937150	628952505	648415044	646331140	659537702	677860537	685884054	660092442	652680330	673024347	676175548	674457591	639167585	630249403	611831455	584388505	588616497	616203647	602815825	646936556
itogo	354	104100	378222657	371753696	357989873	344308548	345026346	368757135	381726520	379210069	382926634	370322923	345912773	331012538	355686867	339228287	348881582	401496155	440775098	442105391	474925922	462572809	458319757	461983893	457905096	465788862	474060008	458167910	462676577	458050198	449232177	463872902	430486207	422370763	401306618	380910396	382900126	409200064	402433526	441960673
itogo	354	104200	115515810	115383257	118171551	119408540	104950038	105030963	103878251	104502248	109724178	109564778	108024506	109155505	104052872	103671562	103763218	103481262	103131167	104939522	107570202	106723558	108673226	113529487	134216228	146989820	148295354	139732488	128046592	117091843	37495167	40187366	38496561	36748222	36700938	37997198	40591366	35671856	34307621	36718570
itogo	354	104300	2224523	2178916	11644691	33061431	11829328	31672620	31694193	31275750	30860972	32028955	33794730	49306493	50359593	51105309	50113827	43749212	52608178	52864955	57508883	37437290	59093506	47757436	44421556	41614255	40173254	37955494	37446400	36119518	36081748	18357388	17970785	17821171	18345177	9080008	6528385	7418556	7855194	9207754
itogo	354	104400	21843498	21482127	21242656	21329451	21196196	21598993	21694663	21468450	23180779	22906778	23069921	22927454	22814562	22619251	22693499	22701214	22570012	22527300	22932143	22218848	22328555	23060324	22994822	23467600	23355438	24236550	24510761	61762788	153366456	152039935	152214032	153309247	155478722	156400903	158596620	163913171	158219484	159049559
itogo	354	105000	3940234	3940052	3939939	3939966	3944049	3894377	3894560	4086184	4086391	4086274	4086431	4526807	4835812	4835872	4835772	4835721	4329592	12805408	12805781	9599778	9599864	9599787	9612881	9713111	9713065	9713719	9713985	10713923	15714019	20007522	23707216	16531866	16627018	16627299	16628295	17125229	14425229	22093229
itogo	354	106000	0	1440917	1412438	1215783	1259962	4760162	4602993	3837582	6138158	3807976	4354819	2954131	4975393	4779887	5175491	4455506	3972476	4303337	6602372	5827099	6842475	5982059	6951044	6669898	7592728	18366337	18317921	15992295	12791042	12012995	10658535	11783816	13010784	17838307	27702713	40953678	48431604	69769198
itogo	354	107000	1627193685	1682501276	1662697647	1698895056	1782431372	1835163589	1854809771	1913683505	1929141051	1896260126	1969641504	1991311944	1918774394	2012542154	2067553730	2200008628	2223355599	2247125666	2230467531	2358740167	2328734594	2419477726	2507417220	2570139631	2542096391	2747947459	2861376811	2575553317	2626706638	2623312547	2606517126	2678857147	2818823829	2884773326	3021336979	3242950282	3252927905	3597724387
itogo	354	107100	1620441611	1676352064	1656301507	1692457858	1775761295	1825821713	1844585476	1902687243	1917462893	1884949539	1958024188	1980016206	1907791808	2000711202	2056688140	2187936063	2212036839	2236110819	2219640667	2347345214	2313798468	2405851752	2494521302	2558907870	2531110868	2735248569	2848724727	2563500897	2614862598	2611258944	2595558784	2667130016	2806489153	2872539395	3008508284	3228086983	3236969399	3579600673
itogo	354	107110	1233473297	1209181528	1202625625	1257743564	1380362799	1419564319	1496457251	1527707937	1595685880	1586112765	1620567471	1592048842	1585964126	1599031388	1621754236	1612830995	1686857109	1736947607	1775368617	1832049379	1852734346	1901139540	1993297445	1981126276	2029620400	2136790627	2176374505	2174532033	2184942094	2170595487	2112605452	2216402352	2258580140	2308839110	2446880779	2596563743	2670978914	2943250363
itogo	354	107120	108939124	108585760	111505619	116335727	122195941	125188959	131056652	137571782	144756094	150674229	158502239	165926483	174130427	176186769	182447197	189656011	198198679	205169676	213671602	222629011	231078840	237986524	244745246	250842029	256219340	256815632	260419144	265201582	270096686	273621737	276931777	282373814	287419673	291140556	297468527	301125347	303416924	300174504
itogo	354	107130	259563400	337658237	316795825	286663041	241460476	262714183	188193720	216596423	161256101	130057510	160009908	212869355	126414762	202641609	226608376	343924700	298525571	251304922	200954083	253457951	195055314	234241310	190006415	259362419	213167712	304873912	356812962	89018094	109375952	108063402	118661481	81447919	115659763	121041901	106944233	154716563	69962806	119917528
itogo	354	107140	18465790	20926539	25374438	31715526	31742079	18354252	28877853	20811101	15764818	18105035	18944570	9171526	21282493	22851436	25878331	41524357	28455480	42688614	29646365	39208873	34929968	32484378	66472196	67577146	32103416	36768398	55118116	34749188	50447866	58978318	87360074	86905931	144829577	151517828	157214745	175681330	192610755	216258278
itogo	354	107900	6752074	6149212	6396140	6437198	6670077	9341876	10224295	10996262	11678158	11310587	11617316	11295738	10982586	11830952	10865590	12072565	11318760	11014847	10826864	11394953	14936126	13625974	12895918	11231761	10985523	12698890	12652084	12052420	11844040	12053603	10958342	11727131	12334676	12233931	12828695	14863299	15958506	18123714
itogo	354	108000	12573053	12599238	12612180	12753527	12807052	12969113	13102712	13253991	13289711	13831775	13989070	14390844	15972308	16170575	16407706	16683058	17008599	17024334	17084800	17437970	17651458	18194048	18214175	18447367	18971964	18825265	18826324	18950697	19099451	19259185	19312131	19315117	20087229	20481032	20552708	20481050	20592969	20450570
itogo	354	109000	297239	329299	361210	61460	4755136	5951736	7149905	2856265	2890824	2924846	7060793	8115614	9161323	10204329	11246078	13960422	2883393	3606594	4327847	2110842	2147045	2184146	6187718	7222152	8256007	9291197	10325558	3056120	124262	162302	200480	233616	265581	295640	324217	353715	384328	415904
itogo	354	109100	297239	329299	361210	61460	4755136	5951736	7149905	2856265	2890824	2924846	7060793	8115614	9161323	10204329	11246078	13960422	2883393	3606594	4327847	2110842	2147045	2184146	6187718	7222152	8256007	9291197	10325558	3056120	124262	162302	200480	233616	265581	295640	324217	353715	384328	415904
itogo	354	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itogo	354	198000	1831396	858330	805873	778585	926334	718728	3537974	949008	852136	889936	653022	736165	2547309	534759	840151	956728	1588228	739818	1152521	960961	1039154	1706037	1088057	1008215	3611606	1203849	1313439	1966038	2730115	1405810	17218984	122078	1233908	2428191	3432707	2123074	2656177	42577
itogo	354	199000	45296348	42015703	48849459	47369486	50415696	50337884	52207287	92393934	70858262	75786550	74271640	74184460	58733483	66334600	67635014	99793085	70536774	66380338	58020003	80294863	76422264	68442612	64756188	63683243	97550455	75572010	83204553	94277834	273348474	271290686	178692501	334453474	233208908	260343915	356524915	364151364	446331035	490454847
itogo	354	200000	2491106197	2459515923	2436243140	2441260505	2444046246	2560069235	2662316904	2821060689	2766579156	2785304419	2841453262	2855918352	2864351317	2897000369	2901795103	3289488708	3177060436	3241907504	3272961795	3329471876	3294749730	3441699524	3453667813	3570989713	3676957056	3831771891	3968007850	3960272083	3952716270	3964968075	3860931397	3956660143	3954390343	4059227295	4279511745	4607423443	4784023724	5316197328
itogo	354	201000	167345962	178312156	184127649	184906607	178434519	179701288	273137976	274364348	280435370	279826112	287270247	290801962	297130586	302503908	304689365	297746563	283614304	281479908	282720068	285491878	283447578	296361322	299111076	295259086	296639684	298400791	293394877	288466752	292862759	303014418	299383959	298544044	298627645	305264856	305741650	309833948	334238963	326452301
itogo	354	201100	56190863	56107429	56575209	59244872	54467913	54292837	144773998	144810465	145050023	144474894	145471368	145752293	142485532	142415292	142406411	141749997	140679736	140013317	138753859	140626579	140619628	141122368	141818155	141535964	141409290	141157741	141142732	141121993	141846978	143487035	143347544	142683835	141881901	141968137	142127851	142083163	181899600	182645441
itogo	354	201110	19997777	19997777	19997777	19997777	19997777	19997777	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	24532277	64486277	64486277
itogo	354	201120	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	2999667	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842	3679842
itogo	354	201130	33193419	33109985	33577765	36247428	31470469	31295393	117242054	117278521	117518079	116942950	117939424	118220349	114953588	114883348	114874467	114218053	113147792	112481373	111221915	112414460	112407509	112910249	113606036	113323845	113197171	112945622	112930613	112909874	113634859	115274916	115135425	114471716	114013630	114099866	114259580	113871044	113733481	114479322
itogo	354	201200	111155099	122204727	127552440	125661735	123966606	125408451	128363978	129553883	135385347	135351218	141798879	145049669	154645054	160088616	162282954	155996566	142934568	141466591	143966209	144865299	142827950	155238954	157292921	153723122	155230394	157243050	152252145	147344759	151015781	154021027	150530059	150353853	151025083	157576058	157893138	164456436	149045014	140512511
itogo	354	201210	39459548	11917664	17353833	20545984	23201926	24643771	27599298	34928454	40759918	40725789	47173450	50424240	60019625	6059688	8789995	8097851	15038689	13570712	16070330	23831701	21794352	34205356	36259323	32689524	34196796	2907406	3359830	7049273	10720295	13725541	16858201	16681995	17353225	23904200	24221280	30784578	15373156	-7850319
itogo	354	201220	71695551	110287063	110198607	105115751	100764680	100764680	100764680	94625429	94625429	94625429	94625429	94625429	94625429	154028928	153492959	147898715	127895879	127895879	127895879	121033598	121033598	121033598	121033598	121033598	121033598	154335644	148892315	140295486	140295486	140295486	133671858	133671858	133671858	133671858	133671858	133671858	133671858	148362830
itogo	354	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5506356	5506356	5506356	5720661	5720661	5720661	3294349	3294349	3294349
itogo	354	202000	30000000	30000000	0	0	0	30000000	138284730	116140593	102275577	102550289	71250533	54247949	48504731	3937093	8840088	9933476	0	0	79714125	81254312	83253264	178131773	166304910	135678061	208733878	211046619	180563102	318300504	318067354	231255441	246686437	251940291	219580000	189340000	190617188	314939407	321552118	222375420
itogo	354	203000	13834067	10921392	9394036	12935010	12477426	9946989	9182652	19938351	12526275	11513301	12525151	28152211	10096768	9605191	14361459	17671153	11659366	15899655	18575882	20884034	14841686	13887347	12520736	21590737	22495689	24770796	23409731	20662615	14702603	15192366	19336522	15500839	16284354	18364382	14383553	14915399	16883079	31391013
itogo	354	203100	10740018	8757605	8982301	9551462	10563225	9098152	8520615	8431905	9539385	8170406	9050505	8948240	6420760	6033853	6389920	6882059	7013897	10218971	5689977	12558090	6054425	6213299	5605634	10945229	14673654	14123952	13299758	13952273	8413752	7611366	7899421	8309300	7950093	7457556	8900917	8602025	10576405	12774405
itogo	354	203200	3094049	2163787	411735	3383548	1914201	848837	662037	11506446	2986890	3342895	3474646	19203971	3676008	3555374	5666997	10687043	4623496	5660876	11046213	4930643	5416905	4948301	5155499	6199350	5811979	8814713	5872025	3947909	3689026	3553793	2804942	4684236	5995383	2879565	3741432	4447231	5740216	7422932
itogo	354	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	15964	2304542	102051	21973	19808	1839692	3395301	3370356	2725747	1759603	4446158	2010056	1832131	4237948	2762433	2599825	4027207	8632159	2507303	2338878	8027261	1741204	1866143	566458	11193676
itogo	354	204000	303546171	322413749	198816927	198621878	202764397	197532430	158300975	167365952	179837808	174599965	181351933	197974137	230745866	188117892	184433735	189676002	197444805	196569950	211510199	235882461	223744302	237699045	213138160	229378828	230671907	237824653	253171169	251352830	254699289	233761737	248482281	263474685	233555077	250581073	266252436	275599726	254189010	305195589
itogo	354	205000	1707662217	1674152683	1641141301	1651935292	1643164943	1733819208	1672244251	1831058472	1756290220	1796663197	1825964693	1860728439	1852456079	1961521799	1959202514	2330794055	2241855517	2285045967	2204538023	2276093485	2245002574	2304382682	2344563496	2455495446	2505149009	2648853398	2779116881	2678487430	2680445079	2781716220	2661914892	2719745253	2761586299	2867379792	3059368295	3225551423	3374708906	3914677465
itogo	354	205100	1	1	1	199	1	956	8465	56570	80972	52741	15937	3152	0	63984	6045	29464	33885	101650	29390	14075	153623	36561	135677	62912	7372	169469	125903	116869	130087	238541	292276	222760	168985	163385	174639	205066	0	190003
itogo	354	205200	450	324	28	33	151	104	195	4	558	112	59	397	138	671	567	1154	370	355	512	903	424	393	322	445	0	0	0	0	0	0	0	0	0	0	0	0	0	408
itogo	354	205300	570939913	671579208	668495698	687061506	615396643	670458069	567108786	642632526	470314534	482763615	486215584	552703681	510413905	682784025	629235901	829465702	761430198	836374948	756180219	762884088	659290537	675862271	623685637	702833856	801855915	923742936	1087541793	1013364080	948313012	942121400	881631817	838318934	838113943	844372819	928263291	979600662	1177382148	1468286873
itogo	354	205400	5945654	8452824	7805013	11074625	7722936	7467027	7473504	7553194	6924071	8133236	6731055	6091589	7432299	45699060	46960323	53765827	42032512	45069743	48646034	51280029	46437564	51274122	47511784	47735152	44466634	49304315	44713748	45390996	43252462	39539342	37748992	40851014	37004226	37608128	40916736	46766645	49240823	56787387
itogo	354	205500	875051935	748698522	714905921	698369162	754602214	785881077	821592565	910069104	992825235	1021292235	1054945860	1023721158	1033659732	938395930	983952556	1132906021	1113135181	1077111257	1064866219	1120731795	1189175948	1238216174	1339790486	1365753196	1287862853	1307070580	1267950655	1269251031	1320920554	1441331203	1376783233	1478310184	1507154465	1601457573	1695446863	1777617460	1677112173	1872473707
itogo	354	205510	23400000	0	0	0	0	0	0	0	43498475	52238854	64238854	20740379	71557728	0	0	0	1778305	0	10636291	49149644	56800010	43853467	15340114	1054400	0	0	0	0	11428571	57712013	48921429	64838710	43000000	74000000	70681818	86930349	0	0
itogo	354	205520	101441974	96809337	93231527	94187448	94169311	134560127	149352202	179689224	180510661	189620357	223839644	221309644	217817956	236168655	241752232	244048681	245101353	246797256	238828013	253231485	257316459	276860680	320246572	328562583	326306324	345640566	366412356	390479559	391157283	381049374	371356662	436793891	447139671	467096194	506307247	564358881	572264069	678313940
itogo	354	205530	750209961	651889185	621674394	604181714	660432903	651320950	672240363	730379880	768816099	779433024	766867362	781671135	744284048	702227275	742200324	888857340	866255523	830314001	815401915	818350666	875059479	917502027	1004203800	1036136213	961556529	961430014	901538299	878771472	918334700	1002569816	956505142	976677583	1017014794	1060361379	1118457798	1126328230	1104848104	1194159767
itogo	354	205600	253535758	243057552	247633868	253180129	263243391	267823234	273815752	268252859	283583019	281840457	275511051	275734365	298642859	292253022	296784733	312349719	322873546	324001386	332711536	338681586	347240291	336523189	330876843	336954909	368914444	366293762	376225974	347739290	365191756	355969484	362892676	359388415	376480358	381176712	391654229	418100955	467443173	512540922
itogo	354	205700	220997	192931	13326	84440	29831	18545	32493	116407	43916	26240	112587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itogo	354	205900	1967509	2171321	2287446	2165198	2169776	2170196	2212491	2377808	2517915	2554561	2432560	2474097	2307146	2325107	2262389	2276168	2349825	2386628	2104113	2501009	2704187	2469972	2562747	2154976	2041791	2272336	2558808	2625164	2637208	2516250	2565898	2653946	2664322	2601175	2912537	3260635	3530589	4398165
itogo	354	206000	68976133	68976133	78976133	78976133	78976133	78976133	78976133	88976133	88976133	88976133	128976133	90000001	90000001	90000001	90000001	90000001	90000001	90000001	90000001	90000001	100000001	110000001	120000001	120000000	110000000	110000000	107681995	107681995	107755995	118255995	130000000	120000000	120000000	130000000	130000000	130000000	127000000	127000000
itogo	354	207000	77063493	61141994	197106260	190692257	174517316	169035537	184969335	178086189	198559170	180259742	182809349	178581229	183707910	205467793	212037218	218765408	215841554	219465468	242699938	195177451	193031655	150291036	142349974	144590755	140040549	121070559	123147483	107608503	108502460	94596814	70728697	84608129	94121339	89508600	88076687	96002703	102733584	92743959
itogo	354	208000	0	1527706	2478305	2330497	1818203	1262552	1217369	1639346	1340832	1370196	889968	543256	3156868	2793364	1977566	1944450	2054909	2334737	4755847	4543840	4545298	2971639	3141571	4513572	2742985	10657485	10343474	6962874	3916344	5553508	3940944	4242121	6871488	11204894	15374552	21826946	24199834	34463630
itogo	354	209000	100099059	87531568	85477238	84600910	85271167	89482797	91150453	85122738	84045619	84401154	81849913	86092874	79862946	77563442	78511850	82508051	90870355	95242014	93747827	89082079	95337788	94095950	96763360	101500395	104802914	108258289	119153346	116583813	120640091	125079388	125560803	129817277	136123025	138953477	152301063	162127568	175794279	196484108
itogo	354	209100	533922	503968	521953	458018	399582	1229767	1235588	1225565	1227270	1553134	1566672	2419766	3111809	3319005	3864441	3880177	13045329	13803995	13693176	13962111	14593986	14574096	18494964	21379472	21357785	21389953	21561889	21495332	897977	891816	893843	947485	944791	952249	5249041	5987461	6893129	8200212
itogo	354	209200	2701332	2655943	2241167	1861355	2586071	2011577	2109821	1978657	2057061	2030500	1818433	1640542	1803987	1794862	1754951	2189969	2357053	2581851	1999687	1543512	1798696	1767708	1776443	1794173	1837281	1969843	1995945	1971100	1929281	7233674	1582810	1617376	2026967	1858396	1932478	2217284	1598662	1676266
itogo	354	209300	8275	4833	2295	4603	4621	4639	4656	4674	4692	4710	4728	8187	9735	8930	6594	6977	5010	5040	5069	14718	16239	17004	19187	21483	64191	341069	336693	335209	338272	332186	324487	347622	362419	364101	404787	465073	535140	657963
itogo	354	209400	5362026	5293389	5236746	5153398	5173466	5258810	5359408	5338228	5353726	5314268	5326675	5302204	5194421	5149583	5122992	5075574	4965304	4948558	4951179	5007175	5038883	5041961	5026928	5102206	5084099	5202684	5251515	5173839	30851811	30475176	30559839	30592754	30921056	30906877	31203606	30149824	29375610	29235271
itogo	354	209500	265074	225389	225888	136446	156564	133000	120923	158021	124422	132886	137018	130490	159185	211029	145170	273758	171493	185956	190526	349340	332348	338583	359157	369442	334486	392944	636018	586120	329872	284688	280861	265104	447443	577194	621106	658771	363769	422327
itogo	354	209600	54736500	46249701	45409165	46907383	47294666	50134751	53246207	47478102	45912968	45751621	45312304	43248161	37640685	35759616	36411674	38702009	38393864	40675509	40148988	38642178	41826244	41142966	39667482	40418698	42529943	44479645	48566613	45338938	41855999	41931687	41135933	44403490	47033821	49092195	55426328	61315549	74203526	88329143
itogo	354	209700	2358033	1973841	1953420	2019762	2042152	2102208	2247198	2345067	2404031	2438748	2469935	2451703	2533964	2044811	2157595	2738324	2910857	3178554	3358001	3622656	3847776	4011592	4144120	3634313	3775977	4024198	4009506	4690498	4851322	4949061	5033727	4886741	5414013	4750455	5219077	5206363	4651131	4751437
itogo	354	209800	14629057	14357944	14177578	14311250	14287446	14841309	13204871	13190922	13030156	12889150	10511454	13494522	13313613	13266215	12919875	12951765	13247121	13355978	13646402	13760652	15007025	15007689	15366733	16562607	16967967	17348318	22799206	25755120	28041364	28049855	34431217	34160604	36726222	38143680	37323690	39077733	40594634	44097019
itogo	354	209900	19504840	16266560	15709026	13748695	13326599	13766736	13621781	13403502	13931293	14286137	14702694	17397299	16095547	16009391	16128558	16689498	15774324	16506573	15754799	12179737	12876591	12194351	11908346	12218001	12851185	13109635	13995961	11237657	11544193	10931245	11318086	12596101	12246293	12308330	14920950	17049510	17578678	19114470
itogo	354	298000	0	0	0	0	26047	0	0	1132	0	0	0	0	0	318960	46177	398915	89384	205551	172931	121978	429654	350074	102096	794430	234048	647996	23942	82706	0	0	0	12969098	24539	0	6920247	0	0	296522
itogo	354	299000	22579095	24538542	38725291	36261921	66596095	70312301	54853030	58367435	62292152	65144330	68565342	68796294	68689562	55170926	47695130	50050634	43630241	55664253	44526954	50940357	51115930	53528655	55672433	62188403	55446393	60241305	78001850	64082061	51124296	56542188	54896862	55818406	67616577	58630221	50476074	56626323	52723951	65117321
itogo	354	307101	11030251	10879630	11291261	10962316	10970259	11856695	10121950	10652947	10233737	10183228	7677083	10774829	10532168	10551592	10562105	10491317	10830387	11109257	11350889	11370064	12640326	12888933	13233069	14206398	14741186	15020560	15793798	16413451	18633537	22198477	19778908	20323233	26884189	22808543	23685920	26095430	32701303	30474263
itogo	354	307112	10372717	10188984	10612113	10299393	10301935	11137406	9399522	9902737	9473311	9433456	6790998	9864360	9665974	9627715	9618004	9550214	9816961	9980290	10241726	10178571	11413550	11492053	11572932	11786547	12220673	12388589	13085425	13574497	15674690	15633922	16503672	16788741	18131465	18840392	19414472	20546634	23731847	25899811
itogo	354	307122	595033	640646	629148	612923	618324	669112	672428	700210	710426	699772	836085	860469	816194	873877	894101	891103	963426	1078967	1059163	1141348	1176776	1346880	1610137	2369851	2470513	2581971	2658373	2788954	2908847	3041035	3225236	3287099	3380994	3631226	3786636	3923136	4184432	4417559
itogo	354	307132	62501	50000	50000	50000	50000	50177	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	50145	50000	50000	50000	50000	50000	50000	50000	50000	50000	3523520	50000	247393	5371730	336925	484812	1625660	4785024	156893












































































itogo	1000	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itogo	1000	100000	4330260645	4283310646	4003668261	3952463172	4067994035	4105726677	4176273690	4195259468	4337691534	4353580542	4433590003	4400055897	4477001688	4436514839	4613563620	4603362588	4783499867	4971760870	5203199397	5115688159	5191811231	5252014652	5176157932	5432300207	5469508754	5990553642	6036213871	5990679442	6425238194	6438018109	6579744802	6515355760	6631146290	6706199812	7137580993	7906733926	8540841454	8958446821
itogo	1000	101000	25222373	31801495	34660894	23163943	27358767	21706958	30165846	33670723	44806709	60862931	51223730	50089031	44228695	36239352	33589275	33046516	30899855	30094534	34914357	40085061	41078705	46293728	52998259	51886482	44891005	52230271	51856159	78694470	42593191	41869754	41392268	46694928	48280108	44604279	48391615	58858550	104593207	103043541
itogo	1000	101100	6958760	7132886	6350147	6474441	6796575	6634010	6766532	7273074	6580598	6526789	7630244	7007047	10549152	8573268	8729838	9249460	10574072	8844862	10325371	8540591	8448351	9724763	8421565	8963037	11406858	10419371	9276966	35348588	28165024	25096033	24795391	25144018	24211633	25462925	17212571	21210465	66683140	54722761
itogo	1000	101900	18263613	24668609	28310747	16689502	20562192	15072948	23399314	26397649	38226111	54336142	43593486	43081984	33679543	27666084	24859437	23797056	20325783	21249672	24588986	31544470	32630354	36568965	44576694	42923445	33484147	41810900	42579193	43345882	14428167	16773721	16596877	21550910	24068475	19141354	31179044	37648085	37910067	48320780
itogo	1000	102000	193076034	148053033	90686406	65527561	47560132	64047654	86773406	79472680	73645532	105245831	82882004	69454093	112648961	59370069	74674459	79245186	80867983	117638856	115498925	120251066	67824216	86362624	69475246	81589804	70162230	111775914	104472764	152144482	93778926	127178065	159215794	112301253	84582722	79572876	105256014	200156555	83754671	198298487
itogo	1000	103000	44053486	78430980	46787419	48190675	67810936	38673907	81652805	75646594	116700368	180411220	279320828	240114757	164174052	213145721	284572873	257181807	169768084	252890319	314129080	115521960	41046408	47306270	18958709	23481253	20410838	32902553	46768280	90376263	115799783	77632874	83303387	64831946	52028613	55167648	48493844	55009998	161681097	110709878
itogo	1000	103100	16154867	3893775	3879671	1455863	1522386	974211	980717	6167572	5808118	6079842	6035935	6166649	5599275	6537257	6115263	8140320	6031165	1521768	1057675	2343999	860691	1797262	1205173	1153313	251168	716980	1077568	12275271	17068414	17156420	31287230	12224449	13429843	14524263	14083977	17167676	22646755	4238392
itogo	1000	103200	27898619	74537205	42907748	46734812	66288550	37699696	80672088	69479022	110892250	174331378	273284893	233948108	158574777	206608464	278457610	249041487	163736919	251368551	313071405	113177961	40185717	45509008	17753536	22327940	20159670	32185573	45690712	78100992	98731369	60476454	52016157	52607497	38598770	40643385	34409867	37842322	139034342	106471486
itogo	1000	104000	776998276	735428148	719482203	718963569	735572955	771044655	755847001	730370412	746923621	811473380	809584695	778539019	729216714	791128086	805470943	803873509	799017068	788628739	792161139	753453814	759170670	756756828	718771266	712895246	696825746	739464785	784051508	848979675	854575793	848517343	835404518	849491872	1133419735	1129257145	1153892870	1378710708	1594055315	1619562094
itogo	1000	104100	287916028	262444440	251678752	243472885	268525267	255994844	254805674	236718094	259168087	327590682	371975324	349082596	325578182	388011497	395864918	397854689	419388272	413293819	412489907	377081517	381173656	379380523	346044924	342461104	330171909	356887893	397873347	396979890	401821331	410416997	398016738	408762251	413981435	412057082	427372059	651288345	866308986	881371641
