199000	30213	1	veb
199000	30402	1	veb
199000	30404	1	veb
199000	30409	1	veb
199000	61209	1	veb
199000	61210	1	veb
199000	61212	1	veb
199000	61601	1	veb
299000	30408	1	veb
299000	47409	1	veb
101000	202	1	non-veb
101000	20302	1	non-veb
101000	20303	1	non-veb
101000	20305	1	non-veb
101000	20308	1	non-veb
101000	204	1	non-veb
101100	202	1	non-veb
102000	30102	1	non-veb
102000	30104	1	non-veb
102000	30106	1	non-veb
102000	30125	1	non-veb
102000	30202	1	non-veb
102000	30204	1	non-veb
102000	30208	1	non-veb
102000	30210	1	non-veb
102000	30211	1	non-veb
102000	30224	1	non-veb
102000	30228	1	non-veb
102000	319	1	non-veb
102000	32902	1	non-veb
102000	30235	1	non-veb
102000	30417	1	non-veb
102000	30419	1	non-veb
103000	30110	1	non-veb
103000	30114	1	non-veb
103000	30118	1	non-veb
103000	30119	1	non-veb
0	30213	0	non-veb
199000	30413	1	non-veb
199000	30416	1	non-veb
199000	30418	1	non-veb
199000	30420	-1	non-veb
199000	30421	-1	non-veb
199000	30422	-1	non-veb
199000	30423	-1	non-veb
199000	30424	1	non-veb
199000	30425	1	non-veb
199000	30427	1	non-veb
103100	30110	1	non-veb
103100	30118	1	non-veb
103200	30114	1	non-veb
103200	30119	1	non-veb
104000	501	1	non-veb
104000	50120	-1	non-veb
104000	50120	-1	non-veb
104000	502	1	non-veb
104000	50219	-1	non-veb
104000	50220	-1	non-veb
104000	50220	-1	non-veb
104000	503	1	non-veb
104000	50319	-1	non-veb
104000	50505	1	non-veb
104000	506	1	non-veb
104000	50620	-1	non-veb
104000	50620	-1	non-veb
104000	507	1	non-veb
104000	50719	-1	non-veb
104000	50720	-1	non-veb
104000	50720	-1	non-veb
104000	512	1	non-veb
104000	51210	-1	non-veb
104000	513	1	non-veb
104000	51310	-1	non-veb
104000	514	1	non-veb
104000	51410	-1	non-veb
104000	515	1	non-veb
104000	51510	-1	non-veb
104000	516	1	non-veb
104000	51610	-1	non-veb
104000	517	1	non-veb
104000	51710	-1	non-veb
104000	518	1	non-veb
104000	51810	-1	non-veb
104000	519	1	non-veb
104000	51910	-1	non-veb
104000	601	1	non-veb
104000	60105	-1	non-veb
104100	501	1	non-veb
104100	50120	-1	non-veb
104100	50120	-1	non-veb
104100	502	1	non-veb
104100	50219	-1	non-veb
104100	50220	-1	non-veb
104100	50220	-1	non-veb
104100	503	1	non-veb
104100	50319	-1	non-veb
104100	50505	1	non-veb
104200	506	1	non-veb
104200	50620	-1	non-veb
104200	50620	-1	non-veb
104200	507	1	non-veb
104200	50719	-1	non-veb
104200	50720	-1	non-veb
104200	50720	-1	non-veb
104300	512	1	non-veb
104300	51210	-1	non-veb
104300	513	1	non-veb
104300	51310	-1	non-veb
104300	514	1	non-veb
104300	51410	-1	non-veb
104300	515	1	non-veb
104300	51510	-1	non-veb
104300	516	1	non-veb
104300	51610	-1	non-veb
104300	517	1	non-veb
104300	51710	-1	non-veb
104300	518	1	non-veb
104300	51810	-1	non-veb
104300	519	1	non-veb
104300	51910	-1	non-veb
104400	601	1	non-veb
104400	60105	-1	non-veb
105000	602	1	non-veb
105000	60206	-1	non-veb
106000	52601	1	non-veb
107000	20311	1	non-veb
107000	20312	1	non-veb
107000	20315	1	non-veb
107000	20316	1	non-veb
107000	20317	1	non-veb
107000	20318	1	non-veb
107000	320	1	non-veb
107000	32015	-1	non-veb
107000	321	1	non-veb
107000	32115	-1	non-veb
107000	322	1	non-veb
107000	32211	-1	non-veb
107000	323	1	non-veb
107000	32311	-1	non-veb
107000	324	1	non-veb
107000	32403	-1	non-veb
198000	40109	1	non-veb
298000	40108	1	non-veb
198000	40111	1	non-veb
298000	40110	1	non-veb
107000	40308	1	non-veb
107000	40310	0	non-veb
107000	441	1	non-veb
107000	44115	-1	non-veb
107000	442	1	non-veb
107000	44215	-1	non-veb
107000	443	1	non-veb
107000	44315	-1	non-veb
107000	444	1	non-veb
107000	44415	-1	non-veb
107000	445	1	non-veb
107000	44515	-1	non-veb
107000	446	1	non-veb
107000	44615	-1	non-veb
107000	447	1	non-veb
107000	44715	-1	non-veb
107000	448	1	non-veb
107000	44815	-1	non-veb
107000	449	1	non-veb
107000	44915	-1	non-veb
107000	450	1	non-veb
107000	45015	-1	non-veb
107000	451	1	non-veb
107000	45115	-1	non-veb
107000	452	1	non-veb
107000	45215	-1	non-veb
107000	453	1	non-veb
107000	45315	-1	non-veb
107000	454	1	non-veb
107000	45415	-1	non-veb
107000	455	1	non-veb
107000	45515	-1	non-veb
107000	456	1	non-veb
107000	45615	-1	non-veb
107000	457	1	non-veb
107000	45715	-1	non-veb
107000	458	1	non-veb
107000	45818	-1	non-veb
107000	460	1	non-veb
107000	46008	-1	non-veb
107000	461	1	non-veb
107000	46108	-1	non-veb
107000	462	1	non-veb
107000	46208	-1	non-veb
107000	463	1	non-veb
107000	46308	-1	non-veb
107000	464	1	non-veb
107000	46408	-1	non-veb
107000	465	1	non-veb
107000	46508	-1	non-veb
107000	466	1	non-veb
107000	46608	-1	non-veb
107000	467	1	non-veb
107000	46708	-1	non-veb
107000	468	1	non-veb
